https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BSVBULL,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BSVBULL/USDT,1.2e-07,1.3e-07,1.2e-07,1.2e-07,0.0,0.0
1663542000000.0,2022-09-18 23:00:00,BSVBULL/USDT,1.2e-07,1.2e-07,1.2e-07,1.2e-07,0.0,0.0
1663538400000.0,2022-09-18 22:00:00,BSVBULL/USDT,1.3e-07,1.3e-07,1.2e-07,1.2e-07,0.0,0.0
1663534800000.0,2022-09-18 21:00:00,BSVBULL/USDT,1.3e-07,1.3e-07,1.2e-07,1.3e-07,0.0,0.0
1663531200000.0,2022-09-18 20:00:00,BSVBULL/USDT,1.3e-07,1.3e-07,1.3e-07,1.3e-07,0.0,0.0
1663527600000.0,2022-09-18 19:00:00,BSVBULL/USDT,1.3e-07,1.3e-07,1.3e-07,1.3e-07,0.0,0.0
1663524000000.0,2022-09-18 18:00:00,BSVBULL/USDT,1.3e-07,1.3e-07,1.3e-07,1.3e-07,0.0,0.0
1663520400000.0,2022-09-18 17:00:00,BSVBULL/USDT,1.3e-07,1.3e-07,1.3e-07,1.3e-07,6000000.0,0.78
1663516800000.0,2022-09-18 16:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.3e-07,1.3e-07,1000000.0,0.13
1663513200000.0,2022-09-18 15:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663509600000.0,2022-09-18 14:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663506000000.0,2022-09-18 13:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663502400000.0,2022-09-18 12:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663498800000.0,2022-09-18 11:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663495200000.0,2022-09-18 10:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663491600000.0,2022-09-18 09:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663488000000.0,2022-09-18 08:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663484400000.0,2022-09-18 07:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663480800000.0,2022-09-18 06:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663477200000.0,2022-09-18 05:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663473600000.0,2022-09-18 04:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663466400000.0,2022-09-18 02:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663462800000.0,2022-09-18 01:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663455600000.0,2022-09-17 23:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663452000000.0,2022-09-17 22:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663444800000.0,2022-09-17 20:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663441200000.0,2022-09-17 19:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663437600000.0,2022-09-17 18:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663434000000.0,2022-09-17 17:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663430400000.0,2022-09-17 16:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663426800000.0,2022-09-17 15:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663423200000.0,2022-09-17 14:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663419600000.0,2022-09-17 13:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663416000000.0,2022-09-17 12:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663412400000.0,2022-09-17 11:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663408800000.0,2022-09-17 10:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663405200000.0,2022-09-17 09:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663401600000.0,2022-09-17 08:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663398000000.0,2022-09-17 07:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663394400000.0,2022-09-17 06:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663390800000.0,2022-09-17 05:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663387200000.0,2022-09-17 04:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663383600000.0,2022-09-17 03:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663380000000.0,2022-09-17 02:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663376400000.0,2022-09-17 01:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663372800000.0,2022-09-17 00:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663369200000.0,2022-09-16 23:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663365600000.0,2022-09-16 22:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663362000000.0,2022-09-16 21:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663358400000.0,2022-09-16 20:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663354800000.0,2022-09-16 19:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663351200000.0,2022-09-16 18:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663347600000.0,2022-09-16 17:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663344000000.0,2022-09-16 16:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663340400000.0,2022-09-16 15:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663336800000.0,2022-09-16 14:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663333200000.0,2022-09-16 13:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,2999999.9999999995,0.42
1663329600000.0,2022-09-16 12:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663326000000.0,2022-09-16 11:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663322400000.0,2022-09-16 10:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663318800000.0,2022-09-16 09:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663315200000.0,2022-09-16 08:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663311600000.0,2022-09-16 07:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663308000000.0,2022-09-16 06:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663304400000.0,2022-09-16 05:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663300800000.0,2022-09-16 04:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663297200000.0,2022-09-16 03:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663293600000.0,2022-09-16 02:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663290000000.0,2022-09-16 01:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663286400000.0,2022-09-16 00:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663282800000.0,2022-09-15 23:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663279200000.0,2022-09-15 22:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663275600000.0,2022-09-15 21:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663272000000.0,2022-09-15 20:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663268400000.0,2022-09-15 19:00:00,BSVBULL/USDT,1.4e-07,1.4e-07,1.4e-07,1.4e-07,0.0,0.0
1663264800000.0,2022-09-15 18:00:00,BSVBULL/USDT,1.4e-07,1.5e-07,1.4e-07,1.4e-07,0.0,0.0
