https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADB,Volume BTC
1663459200,2022-09-18 00:00:00,ADB/BTC,0.000000014,0.0000000141,0.000000014,0.0000000141,11338.6054,0.00015986830974
1663455600,2022-09-17 23:00:00,ADB/BTC,0.0000000141,0.0000000141,0.0000000141,0.0000000141,857.2846,0.00001208771286
1663452000,2022-09-17 22:00:00,ADB/BTC,0.000000014,0.000000014,0.000000014,0.000000014,0,0
1663448400,2022-09-17 21:00:00,ADB/BTC,0.000000014,0.000000014,0.000000014,0.000000014,0,0
1663444800,2022-09-17 20:00:00,ADB/BTC,0.0000000141,0.0000000141,0.000000014,0.000000014,880.6936,0.0000123883444
1663441200,2022-09-17 19:00:00,ADB/BTC,0.0000000139,0.0000000139,0.0000000139,0.0000000139,0,0
1663437600,2022-09-17 18:00:00,ADB/BTC,0.0000000141,0.0000000141,0.0000000139,0.0000000139,1487.1702,0.0000207057647
1663434000,2022-09-17 17:00:00,ADB/BTC,0.0000000141,0.0000000141,0.000000014,0.000000014,109079.6527,0.00153047145231
1663430400,2022-09-17 16:00:00,ADB/BTC,0.0000000142,0.0000000142,0.0000000141,0.0000000141,114477.4684,0.00162513004471
1663426800,2022-09-17 15:00:00,ADB/BTC,0.0000000141,0.0000000141,0.0000000141,0.0000000141,1811.0432,0.00002553570912
1663423200,2022-09-17 14:00:00,ADB/BTC,0.000000014,0.0000000142,0.000000014,0.0000000142,51216.027,0.00072295314515
1663419600,2022-09-17 13:00:00,ADB/BTC,0.0000000144,0.0000000144,0.0000000139,0.0000000139,514022.4461,0.00724904254345
1663416000,2022-09-17 12:00:00,ADB/BTC,0.0000000144,0.0000000144,0.0000000144,0.0000000144,0,0
1663412400,2022-09-17 11:00:00,ADB/BTC,0.0000000144,0.0000000144,0.0000000144,0.0000000144,103159.5478,0.00148549748832
1663408800,2022-09-17 10:00:00,ADB/BTC,0.0000000145,0.0000000145,0.0000000145,0.0000000145,4772.4074,0.0000691999073
1663405200,2022-09-17 09:00:00,ADB/BTC,0.0000000144,0.0000000144,0.0000000144,0.0000000144,10893.4975,0.000156866364
1663401600,2022-09-17 08:00:00,ADB/BTC,0.0000000144,0.0000000145,0.0000000144,0.0000000145,20812.7541,0.00029976227075
1663398000,2022-09-17 07:00:00,ADB/BTC,0.0000000144,0.0000000144,0.0000000144,0.0000000144,14181.34,0.000204211296
1663394400,2022-09-17 06:00:00,ADB/BTC,0.0000000144,0.0000000146,0.0000000144,0.0000000144,229821.1353,0.0033240238981
1663390800,2022-09-17 05:00:00,ADB/BTC,0.0000000144,0.0000000145,0.0000000144,0.0000000145,97982.9205,0.00141096554364
1663387200,2022-09-17 04:00:00,ADB/BTC,0.0000000142,0.0000000142,0.0000000142,0.0000000142,0,0
1663383600,2022-09-17 03:00:00,ADB/BTC,0.0000000142,0.0000000142,0.0000000142,0.0000000142,144379.4667,0.00205018842714
1663380000,2022-09-17 02:00:00,ADB/BTC,0.0000000142,0.0000000142,0.0000000142,0.0000000142,0,0
1663376400,2022-09-17 01:00:00,ADB/BTC,0.0000000131,0.0000000143,0.0000000131,0.0000000142,1464860.129,0.02041667264917
1663372800,2022-09-17 00:00:00,ADB/BTC,0.0000000131,0.0000000131,0.0000000129,0.0000000129,98685.4701,0.00128525933009
1663369200,2022-09-16 23:00:00,ADB/BTC,0.0000000131,0.0000000132,0.000000013,0.0000000132,55657.8223,0.00072666927428
1663365600,2022-09-16 22:00:00,ADB/BTC,0.0000000132,0.0000000132,0.0000000132,0.0000000132,1978.453,0.0000261155796
1663362000,2022-09-16 21:00:00,ADB/BTC,0.0000000128,0.0000000132,0.0000000127,0.0000000131,306413.7075,0.00400838870405
1663358400,2022-09-16 20:00:00,ADB/BTC,0.0000000129,0.0000000129,0.0000000128,0.0000000129,179003.7724,0.00229376649062
1663354800,2022-09-16 19:00:00,ADB/BTC,0.000000013,0.000000013,0.0000000129,0.0000000129,150202.908,0.00194347408321
1663351200,2022-09-16 18:00:00,ADB/BTC,0.0000000132,0.0000000132,0.0000000131,0.0000000131,115303.3229,0.00151237170178
1663347600,2022-09-16 17:00:00,ADB/BTC,0.0000000133,0.0000000133,0.0000000131,0.0000000131,92076.1518,0.00121238234944
1663344000,2022-09-16 16:00:00,ADB/BTC,0.0000000131,0.0000000131,0.0000000131,0.0000000131,35255.4726,0.00046184669106
1663340400,2022-09-16 15:00:00,ADB/BTC,0.0000000131,0.0000000132,0.0000000131,0.0000000132,41451.0158,0.00054685340856
1663336800,2022-09-16 14:00:00,ADB/BTC,0.000000013,0.0000000132,0.000000013,0.000000013,335788.921,0.00437349167429
1663333200,2022-09-16 13:00:00,ADB/BTC,0.0000000131,0.0000000131,0.000000013,0.0000000131,117513.8871,0.0015383741729
1663329600,2022-09-16 12:00:00,ADB/BTC,0.0000000132,0.0000000132,0.0000000132,0.0000000132,71833.0732,0.00094819656624
