https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FORESTPLUS,Volume USDT
1663376400,2022-09-17 01:00:00,FORESTPLUS/USDT,0.0051224,0.0051234,0.0051206,0.0051206,257606.5619,1319.50000095626
1663372800,2022-09-17 00:00:00,FORESTPLUS/USDT,0.0051105,0.0051346,0.0051083,0.005122,3667242.1477,18758.6880003149
1663369200,2022-09-16 23:00:00,FORESTPLUS/USDT,0.0051268,0.0051306,0.005098,0.0051102,2722545.5617,13910.94531367773
1663365600,2022-09-16 22:00:00,FORESTPLUS/USDT,0.0051238,0.0051284,0.005123,0.0051272,3003942.0555,15396.64432253833
1663362000,2022-09-16 21:00:00,FORESTPLUS/USDT,0.0051009,0.0051387,0.0050896,0.0051234,2128522.5351,10863.01763675651
1663358400,2022-09-16 20:00:00,FORESTPLUS/USDT,0.0050983,0.0051651,0.0050912,0.0051013,1889937.93,9659.3143770182
1663354800,2022-09-16 19:00:00,FORESTPLUS/USDT,0.0050986,0.0050989,0.0050982,0.0050985,3152886.3688,16075.24897837517
1663351200,2022-09-16 18:00:00,FORESTPLUS/USDT,0.0050986,0.0050989,0.0050985,0.0050987,3719780.6036,18965.96035448571
1663347600,2022-09-16 17:00:00,FORESTPLUS/USDT,0.0051287,0.0051728,0.0050981,0.0050983,3346892.0946,17102.64813916386
1663344000,2022-09-16 16:00:00,FORESTPLUS/USDT,0.005114,0.0051491,0.0051138,0.0051293,3197155.9401,16384.13988120211
1663340400,2022-09-16 15:00:00,FORESTPLUS/USDT,0.0051126,0.0051203,0.0051,0.0051144,1726083.0865,8825.62422279306
1663336800,2022-09-16 14:00:00,FORESTPLUS/USDT,0.0051129,0.0051275,0.005103,0.0051132,1574396.5807,8052.57133005231
1663333200,2022-09-16 13:00:00,FORESTPLUS/USDT,0.0051218,0.0051387,0.0051001,0.0051139,3393742.9539,17396.09461300291
1663329600,2022-09-16 12:00:00,FORESTPLUS/USDT,0.0051165,0.0051387,0.0050989,0.0051222,2147694.3066,10990.4506048968
1663326000,2022-09-16 11:00:00,FORESTPLUS/USDT,0.0051243,0.0051275,0.0051001,0.0051166,2989105.4375,15303.81021769081
1663322400,2022-09-16 10:00:00,FORESTPLUS/USDT,0.0051104,0.0051242,0.0051001,0.005124,3064611.2627,15687.26322932413
1663318800,2022-09-16 09:00:00,FORESTPLUS/USDT,0.0051142,0.0051163,0.0051,0.0051103,1925976.8842,9847.56634038299
1663315200,2022-09-16 08:00:00,FORESTPLUS/USDT,0.0051145,0.0051387,0.0051,0.0051148,3336639.1999,17074.07134604789
1663311600,2022-09-16 07:00:00,FORESTPLUS/USDT,0.005118,0.0051189,0.0050991,0.0051139,3204795.8838,16400.47653456839
1663308000,2022-09-16 06:00:00,FORESTPLUS/USDT,0.005132,0.0051324,0.0050989,0.0051177,3121086.8196,15963.67252349103
1663304400,2022-09-16 05:00:00,FORESTPLUS/USDT,0.0051351,0.0051375,0.0051247,0.0051314,1903781.4063,9771.0001213778
1663300800,2022-09-16 04:00:00,FORESTPLUS/USDT,0.0051308,0.0051357,0.0051293,0.0051357,1736919.3674,8912.43462490709
1663297200,2022-09-16 03:00:00,FORESTPLUS/USDT,0.0050747,0.0051898,0.00507,0.0051305,2368214.2606,12085.36313691204
1663293600,2022-09-16 02:00:00,FORESTPLUS/USDT,0.0050955,0.0050959,0.005,0.0050726,3492772.91618937,17720.527012760114685
1663290000,2022-09-16 01:00:00,FORESTPLUS/USDT,0.0050957,0.0050959,0.0050946,0.0050957,1052733.1511,5364.13711265935
1663286400,2022-09-16 00:00:00,FORESTPLUS/USDT,0.0050959,0.0050959,0.0050913,0.0050959,1467012.1877,7474.13091634133
1663282800,2022-09-15 23:00:00,FORESTPLUS/USDT,0.0051311,0.0051336,0.0050959,0.0050959,1983360.68,10158.63567418711
1663279200,2022-09-15 22:00:00,FORESTPLUS/USDT,0.0051182,0.0051387,0.0051182,0.0051308,1722275.8059,8832.4430092036
1663275600,2022-09-15 21:00:00,FORESTPLUS/USDT,0.0050826,0.0051208,0.0050678,0.0051182,1770026.8497,9014.29686375654
1663272000,2022-09-15 20:00:00,FORESTPLUS/USDT,0.0050886,0.0050989,0.0050678,0.005082,3726978.7176,18951.1430546011
1663268400,2022-09-15 19:00:00,FORESTPLUS/USDT,0.0050831,0.0050985,0.0050605,0.0050984,3352399.0915,17011.37816851123
1663264800,2022-09-15 18:00:00,FORESTPLUS/USDT,0.005069,0.0051124,0.0050606,0.0050833,2321522.0009,11789.34269005914
1663261200,2022-09-15 17:00:00,FORESTPLUS/USDT,0.0051131,0.0051209,0.0050507,0.0050684,1803650.8724,9178.31054172169
1663257600,2022-09-15 16:00:00,FORESTPLUS/USDT,0.0051288,0.0051376,0.005079,0.0051131,2106988.0439,10804.76746092456
1663254000,2022-09-15 15:00:00,FORESTPLUS/USDT,0.0051188,0.005189,0.0050849,0.0051282,3473272.9773,17888.86395906119
1663250400,2022-09-15 14:00:00,FORESTPLUS/USDT,0.0051358,0.0051811,0.0050941,0.0051191,2992341.3833,15388.54314628203
