https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XDEFI,Volume USDT
1663459200,2022-09-18 00:00:00,XDEFI/USDT,0.1314,0.1319,0.1304,0.1304,2998.7725,393.088475
1663372800,2022-09-17 00:00:00,XDEFI/USDT,0.1239,0.132,0.1237,0.1308,474311.4449,60879.77501279
1663286400,2022-09-16 00:00:00,XDEFI/USDT,0.1283,0.1303,0.1239,0.1239,248244.9004,31641.04410694
1663200000,2022-09-15 00:00:00,XDEFI/USDT,0.1351,0.1375,0.126,0.1283,117067.6464,15334.187484
1663113600,2022-09-14 00:00:00,XDEFI/USDT,0.1353,0.1391,0.1318,0.1342,174744.4285,23827.41149597
1663027200,2022-09-13 00:00:00,XDEFI/USDT,0.144,0.1473,0.1333,0.1353,45113.859,6250.26841259
1662940800,2022-09-12 00:00:00,XDEFI/USDT,0.1582,0.1716,0.1441,0.1441,67092.288,10029.95132183
1662854400,2022-09-11 00:00:00,XDEFI/USDT,0.1537,0.1644,0.1537,0.1574,20620.2113,3295.56634596
1662768000,2022-09-10 00:00:00,XDEFI/USDT,0.1489,0.1677,0.1476,0.1524,109982.8376,17243.77554372
1662681600,2022-09-09 00:00:00,XDEFI/USDT,0.1493,0.1554,0.1471,0.15,62992.8557,9503.01984242
1662595200,2022-09-08 00:00:00,XDEFI/USDT,0.1494,0.1514,0.1468,0.1505,10214.2154,1526.9608299
1662508800,2022-09-07 00:00:00,XDEFI/USDT,0.1495,0.1514,0.1468,0.1494,67153.7979,10000.80752996
1662422400,2022-09-06 00:00:00,XDEFI/USDT,0.1493,0.1522,0.1468,0.1495,114130.1019,17062.51075037
1662336000,2022-09-05 00:00:00,XDEFI/USDT,0.159,0.159,0.1485,0.1493,112699.3662,17466.32287728
1662249600,2022-09-04 00:00:00,XDEFI/USDT,0.1593,0.1612,0.159,0.159,10029.7651,1605.50286679
1662163200,2022-09-03 00:00:00,XDEFI/USDT,0.1663,0.1671,0.1591,0.1606,87171.4967,14193.58828599
1662076800,2022-09-02 00:00:00,XDEFI/USDT,0.1711,0.1742,0.1663,0.1667,79013.5058,13503.56520071
1661990400,2022-09-01 00:00:00,XDEFI/USDT,0.1705,0.1741,0.1686,0.1711,74111.8867,12642.26306884
1661904000,2022-08-31 00:00:00,XDEFI/USDT,0.1668,0.1718,0.1665,0.1718,48758.8275,8258.73980484
1661817600,2022-08-30 00:00:00,XDEFI/USDT,0.1693,0.1731,0.1649,0.1655,102548.7875,17282.06049299
1661731200,2022-08-29 00:00:00,XDEFI/USDT,0.1402,0.1833,0.1399,0.1693,359199.4772,58369.84709529
1661644800,2022-08-28 00:00:00,XDEFI/USDT,0.1406,0.1456,0.1381,0.1402,44206.7781,6249.41466228
1661558400,2022-08-27 00:00:00,XDEFI/USDT,0.14,0.141,0.1344,0.1406,77591.2013,10665.52578135
1661472000,2022-08-26 00:00:00,XDEFI/USDT,0.1595,0.1611,0.1402,0.1402,108592.9888,16495.38386223
1661385600,2022-08-25 00:00:00,XDEFI/USDT,0.159,0.1611,0.158,0.1595,10936.5739,1745.85322145
1661299200,2022-08-24 00:00:00,XDEFI/USDT,0.1561,0.159,0.1548,0.158,23485.405,3674.17711212
1661212800,2022-08-23 00:00:00,XDEFI/USDT,0.1541,0.1573,0.1516,0.1573,18103.0412,2781.33913072
1661126400,2022-08-22 00:00:00,XDEFI/USDT,0.156,0.1569,0.1513,0.1553,24098.0608,3718.98167733
1661040000,2022-08-21 00:00:00,XDEFI/USDT,0.1537,0.156,0.1528,0.1545,17433.4902,2690.64615209
1660953600,2022-08-20 00:00:00,XDEFI/USDT,0.1594,0.1597,0.1512,0.1553,30094.8143,4679.32986919
1660867200,2022-08-19 00:00:00,XDEFI/USDT,0.169,0.171,0.1565,0.1594,76280.1291,12454.06290636
1660780800,2022-08-18 00:00:00,XDEFI/USDT,0.1735,0.1752,0.1688,0.1688,23375.438,4026.83526417
1660694400,2022-08-17 00:00:00,XDEFI/USDT,0.1728,0.1752,0.1708,0.1735,18337.858,3172.30845091
1660608000,2022-08-16 00:00:00,XDEFI/USDT,0.1721,0.1738,0.1716,0.1729,4570.97,785.60934144
1660521600,2022-08-15 00:00:00,XDEFI/USDT,0.1731,0.1774,0.168,0.1717,51013.7434,8758.61568032
1660435200,2022-08-14 00:00:00,XDEFI/USDT,0.175,0.1771,0.1727,0.1727,5803.4189,1010.82829912
1660348800,2022-08-13 00:00:00,XDEFI/USDT,0.1741,0.1801,0.173,0.175,44754.6402,7976.6950633
1660262400,2022-08-12 00:00:00,XDEFI/USDT,0.1734,0.1766,0.1718,0.172,15339.2005,2681.13678381
1660176000,2022-08-11 00:00:00,XDEFI/USDT,0.1731,0.1752,0.1723,0.1734,5901.6919,1027.63280775
1660089600,2022-08-10 00:00:00,XDEFI/USDT,0.1698,0.1746,0.1667,0.1729,23188.2124,4001.9447245
1660003200,2022-08-09 00:00:00,XDEFI/USDT,0.1699,0.1708,0.1673,0.1699,9652.4559,1630.68479001
1659916800,2022-08-08 00:00:00,XDEFI/USDT,0.1676,0.174,0.1661,0.1691,119213.5391,20122.82716575
1659830400,2022-08-07 00:00:00,XDEFI/USDT,0.1657,0.1699,0.1625,0.1663,11592.6788,1918.98072548
1659744000,2022-08-06 00:00:00,XDEFI/USDT,0.1624,0.1712,0.1617,0.1657,84749.9828,14146.71932119
1659657600,2022-08-05 00:00:00,XDEFI/USDT,0.1587,0.1641,0.1573,0.1621,15963.1685,2565.09128687
1659571200,2022-08-04 00:00:00,XDEFI/USDT,0.1636,0.1645,0.1563,0.1587,20442.7118,3287.49475532
1659484800,2022-08-03 00:00:00,XDEFI/USDT,0.158,0.1653,0.1566,0.1634,32913.0046,5332.36025856
1659398400,2022-08-02 00:00:00,XDEFI/USDT,0.1657,0.2259,0.149,0.1575,201920.4659,33961.76629644
1659312000,2022-08-01 00:00:00,XDEFI/USDT,0.1647,0.1693,0.163,0.1652,30453.1626,5076.8793449
1659225600,2022-07-31 00:00:00,XDEFI/USDT,0.1685,0.1685,0.1612,0.1647,74888.7855,12147.08939628
1659139200,2022-07-30 00:00:00,XDEFI/USDT,0.1681,0.1728,0.1663,0.1684,46341.5167,7868.96766016
1659052800,2022-07-29 00:00:00,XDEFI/USDT,0.1729,0.1748,0.165,0.1681,36254.5446,6120.53830385
