https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume GBP,tradecount
1663466400000,2022-09-18 02:00:00,ETH/GBP,1272.29000000,1276.17000000,1271.64000000,1275.86000000,251.31940000,320295.71057300,331
1663462800000,2022-09-18 01:00:00,ETH/GBP,1271.85000000,1276.81000000,1270.33000000,1272.26000000,476.55780000,607035.81955100,591
1663459200000,2022-09-18 00:00:00,ETH/GBP,1286.91000000,1286.91000000,1269.22000000,1272.00000000,580.29580000,739214.12777300,950
1663455600000,2022-09-17 23:00:00,ETH/GBP,1284.43000000,1290.64000000,1281.39000000,1287.23000000,741.96750000,954117.62451600,1083
1663452000000,2022-09-17 22:00:00,ETH/GBP,1272.92000000,1285.50000000,1271.57000000,1284.01000000,687.19570000,878742.80994400,824
1663448400000,2022-09-17 21:00:00,ETH/GBP,1281.18000000,1281.67000000,1267.59000000,1271.35000000,461.93000000,589012.93970900,628
1663444800000,2022-09-17 20:00:00,ETH/GBP,1283.24000000,1285.25000000,1280.33000000,1281.07000000,563.61520000,722488.06337000,906
1663441200000,2022-09-17 19:00:00,ETH/GBP,1286.54000000,1286.77000000,1278.42000000,1283.23000000,541.28750000,694281.20530500,926
1663437600000,2022-09-17 18:00:00,ETH/GBP,1288.95000000,1293.39000000,1284.09000000,1286.13000000,609.49140000,784884.79964600,1081
1663434000000,2022-09-17 17:00:00,ETH/GBP,1284.98000000,1292.29000000,1281.69000000,1289.11000000,648.81330000,834367.14492900,1117
1663430400000,2022-09-17 16:00:00,ETH/GBP,1265.79000000,1286.93000000,1263.81000000,1284.12000000,1047.19630000,1340113.29138900,1687
1663426800000,2022-09-17 15:00:00,ETH/GBP,1265.78000000,1270.97000000,1259.24000000,1265.87000000,667.55360000,844029.03990300,1192
1663423200000,2022-09-17 14:00:00,ETH/GBP,1246.56000000,1265.50000000,1246.07000000,1265.50000000,614.09130000,770562.95886000,1187
1663419600000,2022-09-17 13:00:00,ETH/GBP,1248.02000000,1249.84000000,1243.81000000,1246.67000000,322.99840000,403077.33096900,677
1663416000000,2022-09-17 12:00:00,ETH/GBP,1243.62000000,1250.84000000,1235.57000000,1248.35000000,557.62000000,693298.23139300,1094
1663412400000,2022-09-17 11:00:00,ETH/GBP,1249.91000000,1251.21000000,1243.89000000,1244.36000000,523.74450000,653031.22586100,857
1663408800000,2022-09-17 10:00:00,ETH/GBP,1254.19000000,1255.15000000,1241.74000000,1250.08000000,595.99850000,745083.33272900,991
1663405200000,2022-09-17 09:00:00,ETH/GBP,1256.48000000,1256.78000000,1252.72000000,1254.17000000,282.17370000,354046.00549300,581
1663401600000,2022-09-17 08:00:00,ETH/GBP,1254.17000000,1256.75000000,1252.54000000,1256.00000000,613.12640000,769287.90041600,1081
1663398000000,2022-09-17 07:00:00,ETH/GBP,1253.45000000,1254.81000000,1249.79000000,1254.21000000,511.79320000,641194.69675200,681
1663394400000,2022-09-17 06:00:00,ETH/GBP,1254.43000000,1255.53000000,1248.71000000,1253.38000000,446.02820000,558762.86253800,751
1663390800000,2022-09-17 05:00:00,ETH/GBP,1262.24000000,1262.24000000,1251.33000000,1254.07000000,503.41530000,632331.38598600,745
1663387200000,2022-09-17 04:00:00,ETH/GBP,1262.46000000,1267.17000000,1260.58000000,1262.26000000,446.68620000,564493.03378700,651
1663383600000,2022-09-17 03:00:00,ETH/GBP,1261.25000000,1263.87000000,1258.87000000,1261.71000000,421.31470000,531556.65368900,628
1663380000000,2022-09-17 02:00:00,ETH/GBP,1266.38000000,1266.91000000,1258.75000000,1261.46000000,389.82440000,492213.27458100,726
1663376400000,2022-09-17 01:00:00,ETH/GBP,1264.13000000,1269.17000000,1260.71000000,1267.04000000,600.88260000,759710.82248200,823
1663372800000,2022-09-17 00:00:00,ETH/GBP,1256.21000000,1275.33000000,1253.45000000,1263.91000000,849.94160000,1074994.35889400,1270
1663369200000,2022-09-16 23:00:00,ETH/GBP,1254.34000000,1256.47000000,1247.13000000,1256.14000000,575.61820000,721270.86270100,822
1663365600000,2022-09-16 22:00:00,ETH/GBP,1262.40000000,1263.43000000,1253.51000000,1254.52000000,755.62410000,951994.05255600,982
1663362000000,2022-09-16 21:00:00,ETH/GBP,1259.34000000,1268.59000000,1256.49000000,1259.22000000,386.74560000,487427.30238200,574
1663358400000,2022-09-16 20:00:00,ETH/GBP,1250.46000000,1259.39000000,1250.46000000,1259.39000000,603.17940000,756480.48891300,995
1663354800000,2022-09-16 19:00:00,ETH/GBP,1252.40000000,1260.55000000,1250.44000000,1251.94000000,997.28020000,1251728.73735800,1631
1663351200000,2022-09-16 18:00:00,ETH/GBP,1247.09000000,1257.94000000,1239.37000000,1252.40000000,1022.09140000,1278539.24472200,1985
1663347600000,2022-09-16 17:00:00,ETH/GBP,1253.62000000,1256.77000000,1233.52000000,1247.37000000,1087.10370000,1356996.95269800,1617
1663344000000,2022-09-16 16:00:00,ETH/GBP,1273.24000000,1273.24000000,1241.92000000,1253.35000000,1115.92960000,1403445.72308900,2174
1663340400000,2022-09-16 15:00:00,ETH/GBP,1265.81000000,1275.77000000,1261.94000000,1273.63000000,1234.37800000,1565672.93796900,2031
1663336800000,2022-09-16 14:00:00,ETH/GBP,1255.92000000,1275.59000000,1251.71000000,1266.42000000,1321.75840000,1674682.44598600,2558
1663333200000,2022-09-16 13:00:00,ETH/GBP,1279.17000000,1286.48000000,1251.84000000,1256.13000000,1088.35270000,1386715.12257400,2337
1663329600000,2022-09-16 12:00:00,ETH/GBP,1296.72000000,1296.72000000,1276.78000000,1278.79000000,817.97380000,1053792.75750700,2135
1663326000000,2022-09-16 11:00:00,ETH/GBP,1289.15000000,1300.00000000,1286.50000000,1297.55000000,694.36530000,896533.84072300,1614
1663322400000,2022-09-16 10:00:00,ETH/GBP,1285.71000000,1293.10000000,1282.43000000,1289.00000000,668.69900000,861441.95734800,1549
1663318800000,2022-09-16 09:00:00,ETH/GBP,1277.55000000,1289.13000000,1275.24000000,1286.13000000,838.31440000,1076793.82185200,1708
1663315200000,2022-09-16 08:00:00,ETH/GBP,1294.93000000,1295.42000000,1270.21000000,1277.55000000,1098.67880000,1411154.15308800,2370
1663311600000,2022-09-16 07:00:00,ETH/GBP,1290.49000000,1297.67000000,1288.50000000,1294.91000000,845.59130000,1092996.56588100,1571
1663308000000,2022-09-16 06:00:00,ETH/GBP,1285.71000000,1293.02000000,1284.70000000,1290.58000000,926.27280000,1193953.01667800,1927
1663304400000,2022-09-16 05:00:00,ETH/GBP,1282.56000000,1290.67000000,1282.56000000,1285.76000000,703.89160000,905723.55424900,1111
1663300800000,2022-09-16 04:00:00,ETH/GBP,1286.61000000,1291.79000000,1283.06000000,1283.06000000,722.55930000,930462.40473300,1329
1663297200000,2022-09-16 03:00:00,ETH/GBP,1280.07000000,1286.82000000,1274.99000000,1286.61000000,724.16850000,927898.60516200,878
1663293600000,2022-09-16 02:00:00,ETH/GBP,1284.89000000,1286.72000000,1269.42000000,1279.73000000,963.11020000,1232082.29341200,1341
1663290000000,2022-09-16 01:00:00,ETH/GBP,1293.05000000,1293.07000000,1280.53000000,1284.82000000,930.11220000,1197839.74990100,1521
1663286400000,2022-09-16 00:00:00,ETH/GBP,1287.68000000,1293.16000000,1265.00000000,1293.05000000,1181.80470000,1515950.21745000,2022
1663282800000,2022-09-15 23:00:00,ETH/GBP,1287.43000000,1291.01000000,1275.82000000,1286.50000000,1111.02290000,1428998.86020500,1471
1663279200000,2022-09-15 22:00:00,ETH/GBP,1300.85000000,1300.85000000,1275.00000000,1287.55000000,902.10260000,1161684.86002100,1325
1663275600000,2022-09-15 21:00:00,ETH/GBP,1312.46000000,1312.79000000,1295.12000000,1300.86000000,603.63810000,787725.56146100,1105
1663272000000,2022-09-15 20:00:00,ETH/GBP,1307.60000000,1317.31000000,1304.41000000,1312.59000000,774.80290000,1016016.04173400,1472
1663268400000,2022-09-15 19:00:00,ETH/GBP,1307.88000000,1315.11000000,1301.50000000,1307.60000000,994.39790000,1299167.17102300,1611
1663264800000,2022-09-15 18:00:00,ETH/GBP,1314.41000000,1319.25000000,1302.10000000,1307.75000000,1001.49610000,1312709.18069000,1945
1663261200000,2022-09-15 17:00:00,ETH/GBP,1316.29000000,1323.66000000,1311.42000000,1314.40000000,1170.24400000,1541923.56575700,2152
1663257600000,2022-09-15 16:00:00,ETH/GBP,1301.39000000,1317.13000000,1294.88000000,1316.51000000,1162.68570000,1518825.80022300,2658
1663254000000,2022-09-15 15:00:00,ETH/GBP,1298.52000000,1307.86000000,1270.00000000,1302.14000000,1688.54870000,2185309.94248500,2966
1663250400000,2022-09-15 14:00:00,ETH/GBP,1379.37000000,1383.56000000,1280.01000000,1299.31000000,1616.36310000,2169522.68718200,3605
1663246800000,2022-09-15 13:00:00,ETH/GBP,1381.05000000,1384.28000000,1367.97000000,1379.37000000,1171.76550000,1615484.36279900,2230
1663243200000,2022-09-15 12:00:00,ETH/GBP,1385.78000000,1393.97000000,1377.44000000,1380.50000000,1120.16400000,1550814.47997200,2677
1663239600000,2022-09-15 11:00:00,ETH/GBP,1377.73000000,1387.28000000,1369.54000000,1385.57000000,908.78580000,1253577.27504700,1676
1663236000000,2022-09-15 10:00:00,ETH/GBP,1380.84000000,1387.14000000,1371.45000000,1377.58000000,1050.50380000,1450732.08790000,1891
1663232400000,2022-09-15 09:00:00,ETH/GBP,1395.86000000,1396.27000000,1376.84000000,1381.35000000,1260.53520000,1748573.48310800,1959
1663228800000,2022-09-15 08:00:00,ETH/GBP,1419.04000000,1421.28000000,1388.24000000,1394.96000000,1114.23290000,1561795.53175700,2186
1663225200000,2022-09-15 07:00:00,ETH/GBP,1390.67000000,1435.51000000,1386.18000000,1420.16000000,1481.53130000,2095278.55798700,2970
1663221600000,2022-09-15 06:00:00,ETH/GBP,1407.42000000,1419.75000000,1365.02000000,1390.47000000,1702.88930000,2365171.16759600,3872
1663218000000,2022-09-15 05:00:00,ETH/GBP,1390.73000000,1408.39000000,1386.29000000,1407.29000000,1237.91240000,1729612.03873700,1919
1663214400000,2022-09-15 04:00:00,ETH/GBP,1393.03000000,1396.63000000,1381.35000000,1390.61000000,1121.58330000,1558785.34292200,1427
1663210800000,2022-09-15 03:00:00,ETH/GBP,1402.90000000,1403.23000000,1376.71000000,1393.34000000,1549.76580000,2153865.97087500,2186
1663207200000,2022-09-15 02:00:00,ETH/GBP,1412.01000000,1412.01000000,1390.75000000,1404.17000000,1112.57550000,1559010.81672200,1456
1663203600000,2022-09-15 01:00:00,ETH/GBP,1412.37000000,1414.03000000,1375.00000000,1411.49000000,1250.01080000,1753589.21799900,1690
1663200000000,2022-09-15 00:00:00,ETH/GBP,1420.14000000,1447.61000000,1411.80000000,1412.62000000,1540.65250000,2192768.89174200,2214
1663196400000,2022-09-14 23:00:00,ETH/GBP,1420.98000000,1427.41000000,1410.49000000,1419.55000000,879.92770000,1246511.92472800,999
1663192800000,2022-09-14 22:00:00,ETH/GBP,1405.37000000,1427.96000000,1400.11000000,1421.00000000,1232.14120000,1739488.97508200,1497
1663189200000,2022-09-14 21:00:00,ETH/GBP,1389.44000000,1406.25000000,1381.61000000,1405.66000000,772.97210000,1077168.31858100,1257
1663185600000,2022-09-14 20:00:00,ETH/GBP,1388.13000000,1390.38000000,1381.52000000,1389.84000000,744.70920000,1032421.74952900,1190
1663182000000,2022-09-14 19:00:00,ETH/GBP,1367.94000000,1388.28000000,1365.83000000,1388.13000000,829.57730000,1141292.33155200,1912
1663178400000,2022-09-14 18:00:00,ETH/GBP,1376.41000000,1379.81000000,1352.69000000,1369.26000000,1217.02980000,1667964.11717200,2328
1663174800000,2022-09-14 17:00:00,ETH/GBP,1371.38000000,1386.57000000,1369.05000000,1375.36000000,1156.61220000,1594684.22926800,1542
1663171200000,2022-09-14 16:00:00,ETH/GBP,1379.01000000,1383.05000000,1368.31000000,1370.76000000,1304.54330000,1795257.76886900,2230
1663167600000,2022-09-14 15:00:00,ETH/GBP,1384.89000000,1385.38000000,1376.92000000,1379.02000000,1161.71630000,1604783.60925000,2009
1663164000000,2022-09-14 14:00:00,ETH/GBP,1386.21000000,1391.37000000,1375.69000000,1385.04000000,1272.03810000,1759837.43329300,2383
1663160400000,2022-09-14 13:00:00,ETH/GBP,1389.81000000,1394.71000000,1375.98000000,1386.34000000,1353.20500000,1877562.90609700,2753
1663156800000,2022-09-14 12:00:00,ETH/GBP,1381.64000000,1396.46000000,1372.72000000,1390.31000000,1358.50090000,1880201.68411900,3154
1663153200000,2022-09-14 11:00:00,ETH/GBP,1386.17000000,1390.52000000,1373.01000000,1383.06000000,964.94220000,1336791.80442500,1880
1663149600000,2022-09-14 10:00:00,ETH/GBP,1388.10000000,1390.58000000,1380.07000000,1386.88000000,606.49680000,840269.91925300,1279
1663146000000,2022-09-14 09:00:00,ETH/GBP,1390.60000000,1394.62000000,1385.09000000,1389.49000000,1052.17890000,1461288.32031600,1914
1663142400000,2022-09-14 08:00:00,ETH/GBP,1399.10000000,1399.10000000,1374.17000000,1390.51000000,1192.61170000,1653664.59550300,2569
1663138800000,2022-09-14 07:00:00,ETH/GBP,1401.37000000,1407.15000000,1388.72000000,1398.94000000,1116.82800000,1564576.65402400,1948
1663135200000,2022-09-14 06:00:00,ETH/GBP,1403.44000000,1407.07000000,1397.16000000,1401.12000000,1144.00700000,1605293.84992000,2316
1663131600000,2022-09-14 05:00:00,ETH/GBP,1408.14000000,1409.41000000,1399.86000000,1402.45000000,730.28400000,1025877.79305600,1606
1663128000000,2022-09-14 04:00:00,ETH/GBP,1393.60000000,1408.62000000,1388.44000000,1408.22000000,1137.01160000,1590273.97760000,2019
1663124400000,2022-09-14 03:00:00,ETH/GBP,1392.69000000,1400.37000000,1386.41000000,1393.74000000,1130.37900000,1574829.65757400,2102
1663120800000,2022-09-14 02:00:00,ETH/GBP,1376.65000000,1393.33000000,1375.33000000,1393.33000000,986.64260000,1364950.31996000,2109
1663117200000,2022-09-14 01:00:00,ETH/GBP,1368.87000000,1377.16000000,1367.31000000,1376.47000000,947.32100000,1300699.80757800,1554
1663113600000,2022-09-14 00:00:00,ETH/GBP,1369.42000000,1372.65000000,1351.16000000,1369.05000000,1339.57390000,1827339.35212400,1847
1663110000000,2022-09-13 23:00:00,ETH/GBP,1381.37000000,1382.59000000,1360.58000000,1369.42000000,1241.47340000,1702747.61527200,1396
1663106400000,2022-09-13 22:00:00,ETH/GBP,1389.00000000,1391.05000000,1378.25000000,1382.43000000,1116.74440000,1548253.37850500,1305
1663102800000,2022-09-13 21:00:00,ETH/GBP,1400.23000000,1400.42000000,1369.00000000,1389.00000000,1028.58260000,1427686.44366800,1278
1663099200000,2022-09-13 20:00:00,ETH/GBP,1396.66000000,1412.09000000,1395.14000000,1399.90000000,1228.88740000,1726063.03680600,1608
1663095600000,2022-09-13 19:00:00,ETH/GBP,1375.26000000,1397.73000000,1366.98000000,1396.21000000,1327.44410000,1837583.69427200,2146
1663092000000,2022-09-13 18:00:00,ETH/GBP,1406.39000000,1409.22000000,1374.66000000,1375.43000000,1082.96930000,1513183.08751400,3296
1663088400000,2022-09-13 17:00:00,ETH/GBP,1398.98000000,1415.10000000,1396.99000000,1406.50000000,967.80220000,1361748.08735200,3610
1663084800000,2022-09-13 16:00:00,ETH/GBP,1382.65000000,1401.83000000,1379.45000000,1399.86000000,1236.93950000,1718314.61665100,4808
1663081200000,2022-09-13 15:00:00,ETH/GBP,1378.03000000,1386.37000000,1375.63000000,1382.36000000,1180.21210000,1629863.69676200,3825
1663077600000,2022-09-13 14:00:00,ETH/GBP,1387.24000000,1395.36000000,1364.59000000,1378.17000000,1493.67770000,2068137.80401500,4925
1663074000000,2022-09-13 13:00:00,ETH/GBP,1409.97000000,1420.00000000,1386.00000000,1387.39000000,1573.02090000,2201289.23979200,4816
1663070400000,2022-09-13 12:00:00,ETH/GBP,1482.92000000,1499.92000000,1400.74000000,1411.41000000,1931.96790000,2807006.24728800,4996
1663066800000,2022-09-13 11:00:00,ETH/GBP,1478.50000000,1489.55000000,1478.50000000,1483.14000000,967.54100000,1435330.33668900,1517
1663063200000,2022-09-13 10:00:00,ETH/GBP,1471.45000000,1486.19000000,1468.87000000,1478.83000000,1061.68950000,1567476.51335600,1685
1663059600000,2022-09-13 09:00:00,ETH/GBP,1465.21000000,1474.22000000,1464.70000000,1470.18000000,1002.48020000,1473751.48812900,1418
1663056000000,2022-09-13 08:00:00,ETH/GBP,1464.60000000,1466.26000000,1459.29000000,1465.06000000,853.85630000,1249053.99902600,1324
1663052400000,2022-09-13 07:00:00,ETH/GBP,1458.09000000,1470.48000000,1452.38000000,1464.47000000,1004.67010000,1467730.93883200,1691
1663048800000,2022-09-13 06:00:00,ETH/GBP,1471.20000000,1476.82000000,1453.94000000,1458.04000000,793.43440000,1163786.86446900,1576
1663045200000,2022-09-13 05:00:00,ETH/GBP,1467.60000000,1473.33000000,1466.01000000,1471.09000000,843.02640000,1239264.78740800,1379
1663041600000,2022-09-13 04:00:00,ETH/GBP,1468.47000000,1476.14000000,1462.92000000,1467.40000000,702.64700000,1032508.65254700,1645
1663038000000,2022-09-13 03:00:00,ETH/GBP,1462.65000000,1468.61000000,1456.79000000,1468.61000000,522.60510000,763882.71985300,1638
1663034400000,2022-09-13 02:00:00,ETH/GBP,1450.51000000,1462.12000000,1439.18000000,1461.92000000,774.49170000,1123620.21357200,2124
1663030800000,2022-09-13 01:00:00,ETH/GBP,1443.79000000,1453.86000000,1441.50000000,1450.88000000,914.93020000,1324827.79743600,1450
1663027200000,2022-09-13 00:00:00,ETH/GBP,1468.94000000,1470.28000000,1433.58000000,1443.95000000,1552.81610000,2252172.36314300,2503
1663023600000,2022-09-12 23:00:00,ETH/GBP,1461.48000000,1469.96000000,1459.29000000,1469.04000000,1140.42430000,1669240.62195700,1230
1663020000000,2022-09-12 22:00:00,ETH/GBP,1470.95000000,1470.97000000,1457.51000000,1461.58000000,1203.31180000,1762175.37942200,1154
1663016400000,2022-09-12 21:00:00,ETH/GBP,1476.58000000,1476.85000000,1458.47000000,1470.42000000,844.88850000,1240223.88179200,1239
1663012800000,2022-09-12 20:00:00,ETH/GBP,1478.34000000,1482.26000000,1473.60000000,1476.42000000,863.53950000,1275804.23928500,1513
1663009200000,2022-09-12 19:00:00,ETH/GBP,1480.41000000,1481.72000000,1473.67000000,1477.82000000,1019.37440000,1506847.10249700,1754
1663005600000,2022-09-12 18:00:00,ETH/GBP,1478.35000000,1482.28000000,1469.76000000,1480.39000000,1437.37060000,2121094.29907600,2265
1663002000000,2022-09-12 17:00:00,ETH/GBP,1464.54000000,1478.72000000,1456.92000000,1477.71000000,1131.73420000,1658448.53229800,1795
1662998400000,2022-09-12 16:00:00,ETH/GBP,1459.05000000,1469.62000000,1446.87000000,1464.88000000,1388.53970000,2027661.07178800,2706
1662994800000,2022-09-12 15:00:00,ETH/GBP,1483.52000000,1483.52000000,1451.01000000,1458.81000000,1469.60290000,2165556.12768000,2490
1662991200000,2022-09-12 14:00:00,ETH/GBP,1500.20000000,1500.64000000,1481.39000000,1482.55000000,1258.69250000,1878167.63404600,2483
1662987600000,2022-09-12 13:00:00,ETH/GBP,1494.46000000,1502.46000000,1490.01000000,1499.64000000,1145.33440000,1713580.72103900,2367
1662984000000,2022-09-12 12:00:00,ETH/GBP,1496.72000000,1497.13000000,1483.51000000,1494.47000000,1267.40730000,1891133.53234400,2068
1662980400000,2022-09-12 11:00:00,ETH/GBP,1494.75000000,1506.41000000,1491.28000000,1496.34000000,1122.05710000,1683129.76882500,2009
1662976800000,2022-09-12 10:00:00,ETH/GBP,1499.62000000,1499.62000000,1483.68000000,1494.95000000,1268.18690000,1893819.71461200,2265
1662973200000,2022-09-12 09:00:00,ETH/GBP,1501.21000000,1506.55000000,1495.34000000,1499.21000000,924.70790000,1387626.15746600,1809
1662969600000,2022-09-12 08:00:00,ETH/GBP,1506.45000000,1509.74000000,1499.41000000,1501.21000000,1069.14750000,1606993.16020200,1879
1662966000000,2022-09-12 07:00:00,ETH/GBP,1490.96000000,1509.54000000,1487.91000000,1506.79000000,1523.94440000,2279688.41276500,2094
1662962400000,2022-09-12 06:00:00,ETH/GBP,1488.46000000,1494.33000000,1485.56000000,1491.65000000,1437.94470000,2141534.32188000,2188
1662958800000,2022-09-12 05:00:00,ETH/GBP,1487.92000000,1491.08000000,1480.36000000,1488.84000000,964.99970000,1435655.44779900,1417
1662955200000,2022-09-12 04:00:00,ETH/GBP,1488.44000000,1492.98000000,1483.90000000,1488.03000000,1127.38490000,1678660.13462200,1580
1662951600000,2022-09-12 03:00:00,ETH/GBP,1495.32000000,1497.21000000,1476.13000000,1489.21000000,1495.46240000,2225738.86320900,2119
1662948000000,2022-09-12 02:00:00,ETH/GBP,1516.17000000,1519.81000000,1489.35000000,1495.52000000,1232.39500000,1850561.61900900,1938
1662944400000,2022-09-12 01:00:00,ETH/GBP,1496.71000000,1534.00000000,1491.21000000,1516.17000000,1471.59340000,2221362.77750600,1981
1662940800000,2022-09-12 00:00:00,ETH/GBP,1519.08000000,1520.02000000,1495.62000000,1495.71000000,1190.05400000,1799265.38949800,1606
1662937200000,2022-09-11 23:00:00,ETH/GBP,1504.22000000,1523.63000000,1496.96000000,1520.36000000,1369.28600000,2067725.09967800,1746
1662933600000,2022-09-11 22:00:00,ETH/GBP,1490.83000000,1510.63000000,1490.83000000,1503.80000000,1396.66210000,2101237.79875400,1617
1662930000000,2022-09-11 21:00:00,ETH/GBP,1512.29000000,1518.20000000,1481.14000000,1490.88000000,1067.91440000,1607773.04233000,1401
1662926400000,2022-09-11 20:00:00,ETH/GBP,1519.75000000,1521.26000000,1502.22000000,1512.45000000,1308.46080000,1978702.37451900,1942
1662922800000,2022-09-11 19:00:00,ETH/GBP,1519.35000000,1523.39000000,1517.54000000,1519.99000000,944.56760000,1436133.92050200,1478
1662919200000,2022-09-11 18:00:00,ETH/GBP,1528.70000000,1533.08000000,1517.32000000,1519.35000000,890.98880000,1360987.42248300,1250
1662915600000,2022-09-11 17:00:00,ETH/GBP,1528.62000000,1542.98000000,1525.81000000,1528.73000000,1006.72830000,1541310.17501100,1552
1662912000000,2022-09-11 16:00:00,ETH/GBP,1525.96000000,1533.64000000,1524.77000000,1528.55000000,652.80590000,998248.50816300,992
1662908400000,2022-09-11 15:00:00,ETH/GBP,1520.43000000,1535.73000000,1519.73000000,1525.00000000,176.35030000,268599.79152400,391
1662904800000,2022-09-11 14:00:00,ETH/GBP,1525.16000000,1525.85000000,1513.95000000,1520.07000000,491.22700000,747163.89041100,741
1662901200000,2022-09-11 13:00:00,ETH/GBP,1530.58000000,1530.83000000,1520.31000000,1524.94000000,674.97110000,1029345.77472100,850
1662897600000,2022-09-11 12:00:00,ETH/GBP,1527.38000000,1533.21000000,1523.37000000,1530.72000000,894.98080000,1368034.74066500,1330
1662894000000,2022-09-11 11:00:00,ETH/GBP,1520.84000000,1535.22000000,1520.84000000,1527.47000000,915.72250000,1400055.37827000,1399
1662890400000,2022-09-11 10:00:00,ETH/GBP,1518.58000000,1522.11000000,1517.32000000,1520.53000000,523.98590000,796255.58605800,791
1662886800000,2022-09-11 09:00:00,ETH/GBP,1522.44000000,1523.10000000,1517.42000000,1518.21000000,461.34110000,701567.72872800,772
1662883200000,2022-09-11 08:00:00,ETH/GBP,1520.12000000,1526.05000000,1517.18000000,1522.45000000,806.47650000,1227393.42247300,1211
1662879600000,2022-09-11 07:00:00,ETH/GBP,1512.29000000,1521.49000000,1511.05000000,1519.77000000,958.44300000,1454618.56660300,1180
1662876000000,2022-09-11 06:00:00,ETH/GBP,1523.10000000,1525.71000000,1504.26000000,1512.29000000,810.57730000,1228224.14257600,1177
1662872400000,2022-09-11 05:00:00,ETH/GBP,1518.12000000,1524.06000000,1515.44000000,1523.56000000,632.58480000,962088.30177800,845
1662868800000,2022-09-11 04:00:00,ETH/GBP,1519.27000000,1522.39000000,1517.06000000,1518.07000000,500.99520000,761645.84700500,834
1662865200000,2022-09-11 03:00:00,ETH/GBP,1523.10000000,1527.15000000,1518.29000000,1519.28000000,573.41370000,873483.93121600,939
1662861600000,2022-09-11 02:00:00,ETH/GBP,1521.80000000,1523.87000000,1516.13000000,1522.67000000,907.27970000,1379035.43945300,1318
1662858000000,2022-09-11 01:00:00,ETH/GBP,1529.32000000,1533.82000000,1516.09000000,1521.71000000,1033.97660000,1579463.46524300,1175
1662854400000,2022-09-11 00:00:00,ETH/GBP,1531.24000000,1535.14000000,1527.47000000,1528.94000000,1183.57360000,1812579.47907100,1569
