https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OMG,Volume BTC
1663459200,2022-09-18 00:00:00,OMG/BTC,0.0000907,0.00009103,0.00009063,0.00009065,0.4774,0.000043296842
1663455600,2022-09-17 23:00:00,OMG/BTC,0.00009044,0.0000908,0.0000904,0.0000908,0.1021,0.000009245937
1663452000,2022-09-17 22:00:00,OMG/BTC,0.00009023,0.00009036,0.00009023,0.00009036,0.2884,0.000026041152
1663448400,2022-09-17 21:00:00,OMG/BTC,0.00009015,0.00009107,0.00009015,0.00009039,68.1854,0.006183580998
1663444800,2022-09-17 20:00:00,OMG/BTC,0.00009045,0.00009045,0.00008984,0.00009015,7.3281,0.000661415994
1663441200,2022-09-17 19:00:00,OMG/BTC,0.00009024,0.00009024,0.00009018,0.00009018,0.1476,0.000013313308
1663437600,2022-09-17 18:00:00,OMG/BTC,0.00009032,0.00009037,0.00009024,0.00009027,1.5194,0.000137128441
1663434000,2022-09-17 17:00:00,OMG/BTC,0.00008999,0.00009058,0.00008999,0.00009028,4.6729,0.000422851083
1663430400,2022-09-17 16:00:00,OMG/BTC,0.00009029,0.00009046,0.00008968,0.00008968,209.4475,0.018911075691
1663426800,2022-09-17 15:00:00,OMG/BTC,0.0000903,0.0000903,0.00008989,0.0000903,213.1723,0.019249320504
1663423200,2022-09-17 14:00:00,OMG/BTC,0.00008955,0.00009012,0.00008955,0.00008998,1.7957,0.000161306183
1663419600,2022-09-17 13:00:00,OMG/BTC,0.00008939,0.0000898,0.00008934,0.0000898,511.6774,0.045947922112
1663416000,2022-09-17 12:00:00,OMG/BTC,0.00008934,0.00008934,0.00008905,0.00008918,0.4775279,0.000042562144586
1663412400,2022-09-17 11:00:00,OMG/BTC,0.00008885,0.00008893,0.00008881,0.00008893,0.2419,0.000021499588
1663408800,2022-09-17 10:00:00,OMG/BTC,0.00008903,0.00008914,0.00008886,0.00008886,25.2776,0.002248484335
1663405200,2022-09-17 09:00:00,OMG/BTC,0.00008899,0.00008947,0.00008894,0.00008894,0.9758,0.000086847385
1663401600,2022-09-17 08:00:00,OMG/BTC,0.00008919,0.00008934,0.00008916,0.00008934,0.3841,0.000034278022
1663398000,2022-09-17 07:00:00,OMG/BTC,0.00008894,0.00008924,0.00008881,0.00008924,0.7225,0.000064431744
1663394400,2022-09-17 06:00:00,OMG/BTC,0.00008923,0.00008924,0.00008908,0.00008908,1.2469,0.000111175581
1663390800,2022-09-17 05:00:00,OMG/BTC,0.00008944,0.00008944,0.00008914,0.00008914,0.4132,0.000036863458
1663387200,2022-09-17 04:00:00,OMG/BTC,0.00008953,0.00008955,0.00008941,0.00008955,0.1358,0.000012153462
1663383600,2022-09-17 03:00:00,OMG/BTC,0.00008935,0.00008965,0.00008922,0.00008926,0.6425,0.000057353922
1663380000,2022-09-17 02:00:00,OMG/BTC,0.000089,0.00008938,0.000089,0.00008915,0.1346,0.000012003221
1663376400,2022-09-17 01:00:00,OMG/BTC,0.00008877,0.00008914,0.00008877,0.00008908,0.9668,0.000085948744
1663372800,2022-09-17 00:00:00,OMG/BTC,0.00008984,0.00009,0.00008923,0.00008923,1250.3163,0.112525902908
1663369200,2022-09-16 23:00:00,OMG/BTC,0.00008964,0.00008964,0.00008923,0.00008934,2.9779,0.000266326175
1663365600,2022-09-16 22:00:00,OMG/BTC,0.00008943,0.00008943,0.00008929,0.00008942,26.792,0.002395987271
1663362000,2022-09-16 21:00:00,OMG/BTC,0.00008951,0.00008974,0.00008951,0.00008974,65.9567,0.005918945351
