https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALGO,Volume BTC
1663459200,2022-09-18 00:00:00,ALGO/BTC,0.00001545,0.00001547,0.00001531,0.00001536,872.153,0.013393636087
1663372800,2022-09-17 00:00:00,ALGO/BTC,0.00001504,0.0000155,0.00001502,0.00001547,79262.1762,1.211785175663
1663286400,2022-09-16 00:00:00,ALGO/BTC,0.00001494,0.00001519,0.00001484,0.00001503,69836.4192,1.047827123779
1663200000,2022-09-15 00:00:00,ALGO/BTC,0.00001498,0.000015,0.00001455,0.00001494,80778.8286,1.192082665368
1663113600,2022-09-14 00:00:00,ALGO/BTC,0.00001469,0.00001516,0.00001464,0.00001499,53662.2783,0.801443683385
1663027200,2022-09-13 00:00:00,ALGO/BTC,0.00001446,0.00001491,0.00001407,0.00001469,124933.1497,1.797739455939
1662940800,2022-09-12 00:00:00,ALGO/BTC,0.00001495,0.00001504,0.00001431,0.00001446,150489.5463,2.206311573593
1662854400,2022-09-11 00:00:00,ALGO/BTC,0.00001491,0.00001523,0.00001479,0.00001497,132205.9111,1.984632991292
1662768000,2022-09-10 00:00:00,ALGO/BTC,0.00001516,0.00001538,0.00001483,0.00001489,68973.7721,1.041088205975
1662681600,2022-09-09 00:00:00,ALGO/BTC,0.00001593,0.00001627,0.00001488,0.00001517,173489.7706,2.662789857155
1662595200,2022-09-08 00:00:00,ALGO/BTC,0.0000155,0.00001594,0.0000153,0.00001591,63398.2567,0.991286909339
1662508800,2022-09-07 00:00:00,ALGO/BTC,0.00001518,0.00001586,0.00001508,0.00001551,110418.1544,1.713037554457
1662422400,2022-09-06 00:00:00,ALGO/BTC,0.00001542,0.00001548,0.00001495,0.00001517,210490.7945,3.203180464281
1662336000,2022-09-05 00:00:00,ALGO/BTC,0.00001563,0.00001568,0.00001513,0.00001539,59236.358,0.908469887598
1662249600,2022-09-04 00:00:00,ALGO/BTC,0.00001528,0.0000161,0.00001528,0.00001561,197799.1607,3.111425221344
1662163200,2022-09-03 00:00:00,ALGO/BTC,0.00001511,0.00001532,0.00001494,0.00001527,63517.5944,0.965103218324
1662076800,2022-09-02 00:00:00,ALGO/BTC,0.0000146,0.00001531,0.00001452,0.00001514,101958.8857,1.526656590387
1661990400,2022-09-01 00:00:00,ALGO/BTC,0.00001438,0.00001465,0.0000143,0.0000146,45513.6642,0.656699272743
1661904000,2022-08-31 00:00:00,ALGO/BTC,0.00001474,0.00001485,0.00001437,0.00001438,52719.569,0.769379969691
1661817600,2022-08-30 00:00:00,ALGO/BTC,0.00001468,0.00001479,0.00001449,0.00001472,55229.6726,0.809779523515
1661731200,2022-08-29 00:00:00,ALGO/BTC,0.00001444,0.00001472,0.0000143,0.00001468,63066.6773,0.914788518817
1661644800,2022-08-28 00:00:00,ALGO/BTC,0.00001441,0.00001466,0.00001434,0.00001441,45114.0883,0.654784718257
1661558400,2022-08-27 00:00:00,ALGO/BTC,0.00001395,0.00001446,0.0000139,0.00001442,119080.9676,1.686177101362
1661472000,2022-08-26 00:00:00,ALGO/BTC,0.00001423,0.00001427,0.00001379,0.00001397,74187.4416,1.039025652376
