https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ERG,Volume BTC
1663462800,2022-09-18 01:00:00,ERG/BTC,0.00020101,0.00020101,0.00020023,0.00020023,32.5085,0.006522927864
1663459200,2022-09-18 00:00:00,ERG/BTC,0.00020713,0.0002082,0.00020101,0.00020101,613.0816,0.124615516136
1663455600,2022-09-17 23:00:00,ERG/BTC,0.00020852,0.00020852,0.00020646,0.0002076,389.941,0.080917674164
1663452000,2022-09-17 22:00:00,ERG/BTC,0.00021053,0.00021054,0.00020876,0.00020972,161.658,0.033964378303
1663448400,2022-09-17 21:00:00,ERG/BTC,0.00021123,0.00021213,0.00020931,0.00020931,57.255,0.012064283136
1663444800,2022-09-17 20:00:00,ERG/BTC,0.00021035,0.00021458,0.00020988,0.00021134,570.4496,0.120668993119
1663441200,2022-09-17 19:00:00,ERG/BTC,0.00020707,0.00021035,0.00020632,0.00021035,462.9746,0.096635876695
1663437600,2022-09-17 18:00:00,ERG/BTC,0.00020879,0.0002095,0.00020671,0.00020813,840.6763,0.174798399392
1663434000,2022-09-17 17:00:00,ERG/BTC,0.00020775,0.00020877,0.00020541,0.00020877,539.6798,0.111977959512
1663430400,2022-09-17 16:00:00,ERG/BTC,0.00020882,0.0002109,0.00020776,0.00020776,109.5164,0.022975180603
1663426800,2022-09-17 15:00:00,ERG/BTC,0.00021225,0.00021225,0.00020396,0.00020765,1941.407,0.400846430408
1663423200,2022-09-17 14:00:00,ERG/BTC,0.00021109,0.00021415,0.00021064,0.000214,791.6553,0.168895465209
1663419600,2022-09-17 13:00:00,ERG/BTC,0.00021186,0.00021186,0.00020926,0.0002111,161.5377,0.034096013625
1663416000,2022-09-17 12:00:00,ERG/BTC,0.000211,0.00021223,0.00020931,0.00021186,423.1571,0.089522646977
1663412400,2022-09-17 11:00:00,ERG/BTC,0.00021237,0.00021255,0.0002091,0.0002091,730.9897,0.153739715062
1663408800,2022-09-17 10:00:00,ERG/BTC,0.00021306,0.00021308,0.00021067,0.00021215,46.2303,0.009802595613
1663405200,2022-09-17 09:00:00,ERG/BTC,0.00021406,0.00021558,0.0002112,0.0002112,261.2283,0.055790523165
1663401600,2022-09-17 08:00:00,ERG/BTC,0.0002133,0.00021406,0.00021017,0.00021406,611.2425,0.12920171878
1663398000,2022-09-17 07:00:00,ERG/BTC,0.00021521,0.00021559,0.0002133,0.0002133,60.8647,0.013059890317
1663394400,2022-09-17 06:00:00,ERG/BTC,0.00021799,0.00021799,0.0002124,0.00021463,1264.2351,0.269748920848
1663390800,2022-09-17 05:00:00,ERG/BTC,0.00022035,0.00022102,0.0002181,0.0002181,45.8627,0.010092178531
1663387200,2022-09-17 04:00:00,ERG/BTC,0.00021947,0.00022167,0.00021904,0.00022034,224.5198,0.049505339718
1663383600,2022-09-17 03:00:00,ERG/BTC,0.00022015,0.00022019,0.00021943,0.00021984,279.9789,0.061600362636
1663380000,2022-09-17 02:00:00,ERG/BTC,0.00021797,0.0002202,0.0002173,0.00021819,350.5488,0.076963257237
1663376400,2022-09-17 01:00:00,ERG/BTC,0.00022087,0.00022156,0.00021589,0.00021644,264.1442,0.057588201679
1663372800,2022-09-17 00:00:00,ERG/BTC,0.00022289,0.00022324,0.00022102,0.00022169,108.0724,0.023974517976
1663369200,2022-09-16 23:00:00,ERG/BTC,0.00021894,0.00022289,0.00021752,0.00022289,313.2974,0.068769024379
1663365600,2022-09-16 22:00:00,ERG/BTC,0.0002177,0.00022194,0.00021684,0.00021894,812.8497,0.178813617031
1663362000,2022-09-16 21:00:00,ERG/BTC,0.00022055,0.00022224,0.00021769,0.0002177,417.7485,0.091640139976
1663358400,2022-09-16 20:00:00,ERG/BTC,0.0002197,0.00022324,0.0002197,0.0002207,441.3907,0.097628022616
1663354800,2022-09-16 19:00:00,ERG/BTC,0.00021992,0.00022179,0.00021865,0.00022042,75.4049,0.016651120399
1663351200,2022-09-16 18:00:00,ERG/BTC,0.00021765,0.00022169,0.00021726,0.00021991,908.168,0.198779804603
1663347600,2022-09-16 17:00:00,ERG/BTC,0.00021797,0.00021973,0.00021725,0.00021798,344.7893,0.075402561943
1663344000,2022-09-16 16:00:00,ERG/BTC,0.00022197,0.00022197,0.0002159,0.00021805,656.0562,0.143182824105
1663340400,2022-09-16 15:00:00,ERG/BTC,0.00021811,0.00022477,0.00021811,0.00022197,808.5289,0.178842828735
1663336800,2022-09-16 14:00:00,ERG/BTC,0.00021147,0.00021906,0.00020652,0.00021906,3321.0102,0.70017203278
1663333200,2022-09-16 13:00:00,ERG/BTC,0.00021684,0.00021699,0.00021147,0.00021147,568.8138,0.121489631798
1663329600,2022-09-16 12:00:00,ERG/BTC,0.0002185,0.00021883,0.00021718,0.00021879,158.0975,0.034557550721
1663326000,2022-09-16 11:00:00,ERG/BTC,0.00021998,0.00022152,0.00021684,0.00021684,926.3524,0.202730260427
1663322400,2022-09-16 10:00:00,ERG/BTC,0.00022503,0.00022632,0.00022,0.00022185,1227.6418,0.27128676442
1663318800,2022-09-16 09:00:00,ERG/BTC,0.00022563,0.00022569,0.00022268,0.00022519,633.309,0.142214451751
1663315200,2022-09-16 08:00:00,ERG/BTC,0.00023507,0.00023507,0.00022341,0.00022564,669.5616,0.152691791775
1663311600,2022-09-16 07:00:00,ERG/BTC,0.00023244,0.00023834,0.0002305,0.00023518,518.4207,0.121930860837
1663308000,2022-09-16 06:00:00,ERG/BTC,0.00023437,0.00023437,0.00023106,0.00023106,275.9672,0.064086947082
1663304400,2022-09-16 05:00:00,ERG/BTC,0.00023472,0.00023711,0.00023364,0.00023364,211.2197,0.049753255982
1663300800,2022-09-16 04:00:00,ERG/BTC,0.00023564,0.00024273,0.00023402,0.00023675,1861.7382,0.445978880022
1663297200,2022-09-16 03:00:00,ERG/BTC,0.0002355,0.0002369,0.00023211,0.0002343,751.7087,0.176654724449
1663293600,2022-09-16 02:00:00,ERG/BTC,0.00023706,0.00024197,0.00023498,0.00023504,820.906,0.196537054372
1663290000,2022-09-16 01:00:00,ERG/BTC,0.00023174,0.00024122,0.00023174,0.00023819,2362.216,0.563121749264
1663286400,2022-09-16 00:00:00,ERG/BTC,0.00023211,0.0002337,0.00022986,0.00023166,295.6602,0.068717147291
1663282800,2022-09-15 23:00:00,ERG/BTC,0.00023241,0.00023399,0.000232,0.00023359,220.3959,0.051412153941
1663279200,2022-09-15 22:00:00,ERG/BTC,0.00023498,0.0002358,0.00022928,0.00023262,660.7273,0.153530405566
1663275600,2022-09-15 21:00:00,ERG/BTC,0.00024085,0.00024085,0.00023049,0.00023498,1291.8332,0.301712225243
