https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WXT,Volume BTC
1663459200,2022-09-18 00:00:00,WXT/BTC,0.0000002444,0.0000002444,0.0000002444,0.0000002444,31.1038,0.00000760176872
1663455600,2022-09-17 23:00:00,WXT/BTC,0.0000002448,0.0000002448,0.0000002448,0.0000002448,0,0
1663452000,2022-09-17 22:00:00,WXT/BTC,0.0000002448,0.0000002448,0.0000002448,0.0000002448,0,0
1663448400,2022-09-17 21:00:00,WXT/BTC,0.0000002448,0.0000002448,0.0000002448,0.0000002448,0,0
1663444800,2022-09-17 20:00:00,WXT/BTC,0.0000002448,0.0000002448,0.0000002448,0.0000002448,155.2652,0.00003800892096
1663441200,2022-09-17 19:00:00,WXT/BTC,0.0000002446,0.0000002446,0.0000002446,0.0000002446,450,0.00011007
1663437600,2022-09-17 18:00:00,WXT/BTC,0.0000002435,0.0000002435,0.0000002435,0.0000002435,0,0
1663434000,2022-09-17 17:00:00,WXT/BTC,0.0000002435,0.0000002435,0.0000002435,0.0000002435,0,0
1663430400,2022-09-17 16:00:00,WXT/BTC,0.0000002443,0.0000002443,0.0000002435,0.0000002435,517.0416,0.00012626039157
1663426800,2022-09-17 15:00:00,WXT/BTC,0.0000002477,0.0000002477,0.000000246,0.000000246,20.7238,0.00000511066345
1663423200,2022-09-17 14:00:00,WXT/BTC,0.0000002474,0.0000002475,0.0000002474,0.0000002475,286.1786,0.00007080171815
1663419600,2022-09-17 13:00:00,WXT/BTC,0.000000248,0.000000248,0.0000002461,0.0000002461,40.274,0.00000995422719
1663416000,2022-09-17 12:00:00,WXT/BTC,0.0000002472,0.0000002485,0.0000002467,0.0000002467,55.6634,0.00001376532791
1663412400,2022-09-17 11:00:00,WXT/BTC,0.000000247,0.000000247,0.000000247,0.000000247,0,0
1663408800,2022-09-17 10:00:00,WXT/BTC,0.000000247,0.000000247,0.000000247,0.000000247,428.9415,0.0001059485505
1663405200,2022-09-17 09:00:00,WXT/BTC,0.0000002471,0.0000002471,0.0000002471,0.0000002471,0,0
1663401600,2022-09-17 08:00:00,WXT/BTC,0.0000002471,0.0000002471,0.0000002471,0.0000002471,4.2354,0.00000104656734
1663398000,2022-09-17 07:00:00,WXT/BTC,0.0000002456,0.0000002456,0.0000002456,0.0000002456,0,0
1663394400,2022-09-17 06:00:00,WXT/BTC,0.0000002472,0.0000002472,0.0000002456,0.0000002456,238.1366,0.00005849480672
1663390800,2022-09-17 05:00:00,WXT/BTC,0.0000002461,0.0000002461,0.0000002461,0.0000002461,0,0
1663387200,2022-09-17 04:00:00,WXT/BTC,0.0000002461,0.0000002461,0.0000002461,0.0000002461,9.0387,0.00000222442407
1663383600,2022-09-17 03:00:00,WXT/BTC,0.0000002472,0.0000002472,0.0000002472,0.0000002472,0,0
1663380000,2022-09-17 02:00:00,WXT/BTC,0.0000002477,0.0000002477,0.0000002472,0.0000002472,359.9138,0.00008914754461
1663376400,2022-09-17 01:00:00,WXT/BTC,0.0000002453,0.0000002453,0.0000002453,0.0000002453,0,0
1663372800,2022-09-17 00:00:00,WXT/BTC,0.0000002468,0.0000002468,0.0000002446,0.0000002453,1263.4242,0.00031011732482
1663369200,2022-09-16 23:00:00,WXT/BTC,0.000000248,0.000000248,0.000000248,0.000000248,10.1761,0.0000025236728
1663365600,2022-09-16 22:00:00,WXT/BTC,0.0000002467,0.0000002476,0.0000002467,0.0000002476,19.6111,0.00000484172038
1663362000,2022-09-16 21:00:00,WXT/BTC,0.0000002479,0.0000002479,0.0000002479,0.0000002479,0,0
1663358400,2022-09-16 20:00:00,WXT/BTC,0.0000002482,0.0000002482,0.0000002479,0.0000002479,16414.7289,0.00407077321878
1663354800,2022-09-16 19:00:00,WXT/BTC,0.0000002507,0.0000002507,0.0000002507,0.0000002507,0,0
1663351200,2022-09-16 18:00:00,WXT/BTC,0.0000002507,0.0000002507,0.0000002507,0.0000002507,0,0
1663347600,2022-09-16 17:00:00,WXT/BTC,0.0000002507,0.0000002507,0.0000002507,0.0000002507,4.282,0.0000010734974
1663344000,2022-09-16 16:00:00,WXT/BTC,0.0000002491,0.0000002491,0.0000002491,0.0000002491,0,0
1663340400,2022-09-16 15:00:00,WXT/BTC,0.0000002491,0.0000002491,0.0000002491,0.0000002491,0,0
1663336800,2022-09-16 14:00:00,WXT/BTC,0.0000002523,0.0000002523,0.0000002479,0.0000002491,3298.1854,0.00082186297755
1663333200,2022-09-16 13:00:00,WXT/BTC,0.0000002532,0.0000002532,0.0000002506,0.0000002524,4407.7171,0.00111522290788
1663329600,2022-09-16 12:00:00,WXT/BTC,0.000000253,0.000000253,0.000000253,0.000000253,0,0
1663326000,2022-09-16 11:00:00,WXT/BTC,0.000000254,0.000000254,0.000000253,0.000000253,23.3369,0.00000591317872
1663322400,2022-09-16 10:00:00,WXT/BTC,0.0000002568,0.0000002568,0.000000254,0.0000002543,462.1012,0.0001174100888
1663318800,2022-09-16 09:00:00,WXT/BTC,0.0000002569,0.0000002569,0.0000002569,0.0000002569,0,0
1663315200,2022-09-16 08:00:00,WXT/BTC,0.0000002585,0.0000002585,0.0000002569,0.0000002569,305.1089,0.00007884543001
1663311600,2022-09-16 07:00:00,WXT/BTC,0.0000002573,0.0000002573,0.0000002573,0.0000002573,0,0
1663308000,2022-09-16 06:00:00,WXT/BTC,0.0000002573,0.0000002573,0.0000002573,0.0000002573,0,0
1663304400,2022-09-16 05:00:00,WXT/BTC,0.0000002573,0.0000002573,0.0000002573,0.0000002573,4.8847,0.00000125683331
1663300800,2022-09-16 04:00:00,WXT/BTC,0.0000002574,0.0000002574,0.0000002558,0.0000002558,28.6885,0.00000737144506
1663297200,2022-09-16 03:00:00,WXT/BTC,0.0000002581,0.0000002581,0.0000002581,0.0000002581,4.6763,0.00000120695303
1663293600,2022-09-16 02:00:00,WXT/BTC,0.0000002566,0.0000002566,0.0000002566,0.0000002566,3.976,0.0000010202416
1663290000,2022-09-16 01:00:00,WXT/BTC,0.0000002573,0.0000002573,0.0000002573,0.0000002573,4.1869,0.00000107728937
1663286400,2022-09-16 00:00:00,WXT/BTC,0.0000002569,0.0000002581,0.0000002569,0.0000002576,291.4787,0.00007521037181
1663282800,2022-09-15 23:00:00,WXT/BTC,0.0000002576,0.0000002576,0.0000002576,0.0000002576,18.1841,0.00000468422416
1663279200,2022-09-15 22:00:00,WXT/BTC,0.0000002574,0.0000002574,0.000000257,0.000000257,267.8255,0.00006893659466
1663275600,2022-09-15 21:00:00,WXT/BTC,0.0000002571,0.0000002571,0.0000002556,0.0000002556,10.1574,0.00000260513559
1663272000,2022-09-15 20:00:00,WXT/BTC,0.0000002564,0.0000002564,0.0000002564,0.0000002564,0,0
1663268400,2022-09-15 19:00:00,WXT/BTC,0.0000002564,0.0000002564,0.0000002564,0.0000002564,190.866,0.0000489380424
1663264800,2022-09-15 18:00:00,WXT/BTC,0.0000002575,0.0000002575,0.0000002554,0.0000002568,432.8062,0.00011077838616
1663261200,2022-09-15 17:00:00,WXT/BTC,0.0000002567,0.0000002578,0.0000002567,0.0000002578,45.9084,0.00001183026995
1663257600,2022-09-15 16:00:00,WXT/BTC,0.0000002576,0.0000002576,0.0000002571,0.0000002571,4007.2699,0.00103222237929
1663254000,2022-09-15 15:00:00,WXT/BTC,0.0000002577,0.0000002598,0.0000002569,0.0000002569,452.5158,0.00011735846988
1663250400,2022-09-15 14:00:00,WXT/BTC,0.0000002561,0.0000002577,0.0000002561,0.0000002577,423.2353,0.00010904781665
1663246800,2022-09-15 13:00:00,WXT/BTC,0.0000002522,0.0000002522,0.0000002522,0.0000002522,0,0
1663243200,2022-09-15 12:00:00,WXT/BTC,0.0000002522,0.0000002522,0.0000002522,0.0000002522,343.1428,0.00008654061416
1663239600,2022-09-15 11:00:00,WXT/BTC,0.0000002538,0.0000002538,0.0000002538,0.0000002538,433.4122,0.00011000001636
1663236000,2022-09-15 10:00:00,WXT/BTC,0.0000002544,0.0000002544,0.0000002544,0.0000002544,328.9096,0.00008367460224
1663232400,2022-09-15 09:00:00,WXT/BTC,0.0000002532,0.0000002532,0.0000002532,0.0000002532,5.6253,0.00000142432596
1663228800,2022-09-15 08:00:00,WXT/BTC,0.0000002522,0.0000002529,0.0000002522,0.0000002529,185.001,0.00004677678113
1663225200,2022-09-15 07:00:00,WXT/BTC,0.0000002526,0.0000002532,0.0000002518,0.0000002532,15.7675,0.000003981807
1663221600,2022-09-15 06:00:00,WXT/BTC,0.0000002561,0.0000002561,0.0000002561,0.0000002561,6.9719,0.00000178550359
1663218000,2022-09-15 05:00:00,WXT/BTC,0.0000002537,0.0000002537,0.0000002537,0.0000002537,0,0
1663214400,2022-09-15 04:00:00,WXT/BTC,0.0000002537,0.0000002537,0.0000002537,0.0000002537,19.4971,0.00000494641427
1663210800,2022-09-15 03:00:00,WXT/BTC,0.0000002547,0.0000002547,0.0000002538,0.0000002539,31.7699,0.00000807475762
1663207200,2022-09-15 02:00:00,WXT/BTC,0.0000002542,0.0000002542,0.0000002532,0.0000002532,142.2271,0.00003613276433
1663203600,2022-09-15 01:00:00,WXT/BTC,0.0000002542,0.0000002542,0.0000002536,0.0000002536,32.5992,0.0000082733304
1663200000,2022-09-15 00:00:00,WXT/BTC,0.0000002523,0.0000002523,0.0000002523,0.0000002523,0,0
1663196400,2022-09-14 23:00:00,WXT/BTC,0.0000002523,0.0000002523,0.0000002523,0.0000002523,5.7327,0.00000144636021
1663192800,2022-09-14 22:00:00,WXT/BTC,0.0000002532,0.0000002532,0.0000002532,0.0000002532,7.9966,0.00000202473912
1663189200,2022-09-14 21:00:00,WXT/BTC,0.0000002539,0.0000002539,0.0000002539,0.0000002539,4.0465,0.00000102740635
1663185600,2022-09-14 20:00:00,WXT/BTC,0.0000002567,0.0000002567,0.0000002553,0.0000002564,47533.4838,0.01213531383638
1663182000,2022-09-14 19:00:00,WXT/BTC,0.0000002564,0.0000002564,0.0000002564,0.0000002564,0,0
1663178400,2022-09-14 18:00:00,WXT/BTC,0.000000257,0.0000002594,0.0000002564,0.0000002564,424.2637,0.00010928084992
1663174800,2022-09-14 17:00:00,WXT/BTC,0.0000002549,0.0000002549,0.0000002545,0.0000002546,2259.7988,0.0005753576598
1663171200,2022-09-14 16:00:00,WXT/BTC,0.0000002539,0.0000002539,0.0000002519,0.0000002522,457.5762,0.00011613918131
1663167600,2022-09-14 15:00:00,WXT/BTC,0.000000254,0.000000254,0.000000254,0.000000254,0,0
1663164000,2022-09-14 14:00:00,WXT/BTC,0.0000002562,0.0000002562,0.0000002529,0.000000254,15179.4089,0.0038728488429
1663160400,2022-09-14 13:00:00,WXT/BTC,0.0000002558,0.000000256,0.0000002558,0.000000256,12.7853,0.00000327176556
1663156800,2022-09-14 12:00:00,WXT/BTC,0.0000002562,0.0000002576,0.0000002562,0.0000002565,709.1915,0.00018223092167
1663153200,2022-09-14 11:00:00,WXT/BTC,0.0000002571,0.0000002571,0.0000002571,0.0000002571,0,0
1663149600,2022-09-14 10:00:00,WXT/BTC,0.0000002571,0.0000002571,0.0000002571,0.0000002571,0,0
1663146000,2022-09-14 09:00:00,WXT/BTC,0.0000002571,0.0000002571,0.0000002571,0.0000002571,11.7946,0.00000303239166
1663142400,2022-09-14 08:00:00,WXT/BTC,0.000000257,0.000000257,0.000000257,0.000000257,39.9554,0.0000102685378
1663138800,2022-09-14 07:00:00,WXT/BTC,0.0000002564,0.0000002575,0.0000002564,0.0000002569,44.5386,0.00001144781914
1663135200,2022-09-14 06:00:00,WXT/BTC,0.0000002566,0.000000257,0.000000256,0.0000002566,57.3798,0.00001471615161
1663131600,2022-09-14 05:00:00,WXT/BTC,0.0000002574,0.0000002574,0.0000002574,0.0000002574,27.8516,0.00000716900184
1663128000,2022-09-14 04:00:00,WXT/BTC,0.0000002566,0.0000002566,0.0000002566,0.0000002566,6.9195,0.0000017755437
1663124400,2022-09-14 03:00:00,WXT/BTC,0.0000002552,0.0000002552,0.0000002552,0.0000002552,224.4803,0.00005728737256
1663120800,2022-09-14 02:00:00,WXT/BTC,0.0000002561,0.0000002561,0.0000002561,0.0000002561,6.2708,0.00000160595188
1663117200,2022-09-14 01:00:00,WXT/BTC,0.0000002581,0.0000002581,0.0000002581,0.0000002581,0,0
1663113600,2022-09-14 00:00:00,WXT/BTC,0.0000002579,0.0000002603,0.0000002579,0.0000002581,35264.7037,0.00911537817979
1663110000,2022-09-13 23:00:00,WXT/BTC,0.000000259,0.000000259,0.000000259,0.000000259,3.9454,0.0000010218586
1663106400,2022-09-13 22:00:00,WXT/BTC,0.0000002601,0.0000002604,0.0000002601,0.0000002602,468.7549,0.00012197039357
1663102800,2022-09-13 21:00:00,WXT/BTC,0.0000002587,0.0000002618,0.0000002587,0.0000002618,2335.4566,0.00060605105389
1663099200,2022-09-13 20:00:00,WXT/BTC,0.0000002592,0.0000002592,0.0000002573,0.0000002587,2018.4078,0.00051959521865
1663095600,2022-09-13 19:00:00,WXT/BTC,0.000000258,0.0000002604,0.000000258,0.0000002604,3343.1852,0.00087002877387
1663092000,2022-09-13 18:00:00,WXT/BTC,0.0000002523,0.0000002593,0.0000002523,0.0000002593,2397.8094,0.00061998704541
1663088400,2022-09-13 17:00:00,WXT/BTC,0.0000002522,0.0000002539,0.0000002522,0.0000002534,5935.0662,0.00149808215855
1663084800,2022-09-13 16:00:00,WXT/BTC,0.0000002517,0.000000254,0.0000002517,0.000000254,475.5714,0.00012074164396
1663081200,2022-09-13 15:00:00,WXT/BTC,0.0000002502,0.0000002517,0.0000002502,0.0000002508,9722.684,0.00244238027755
1663077600,2022-09-13 14:00:00,WXT/BTC,0.0000002489,0.000000251,0.0000002476,0.000000251,2639.5196,0.00065626158667
1663074000,2022-09-13 13:00:00,WXT/BTC,0.0000002463,0.000000248,0.0000002462,0.000000248,438.9116,0.00010876669823
1663070400,2022-09-13 12:00:00,WXT/BTC,0.0000002335,0.0000002463,0.0000002327,0.0000002455,23267.9022,0.00561218059535
1663066800,2022-09-13 11:00:00,WXT/BTC,0.0000002351,0.0000002351,0.0000002335,0.0000002341,1677.705,0.00039187758744
1663063200,2022-09-13 10:00:00,WXT/BTC,0.0000002357,0.0000002357,0.0000002337,0.0000002337,73.291,0.0000171465751
1663059600,2022-09-13 09:00:00,WXT/BTC,0.0000002368,0.0000002368,0.0000002367,0.0000002367,1633.4823,0.00038676386784
1663056000,2022-09-13 08:00:00,WXT/BTC,0.0000002379,0.0000002379,0.0000002379,0.0000002379,9.228,0.0000021953412
1663052400,2022-09-13 07:00:00,WXT/BTC,0.0000002378,0.0000002378,0.0000002378,0.0000002378,1246.797,0.0002964883266
1663048800,2022-09-13 06:00:00,WXT/BTC,0.0000002366,0.0000002366,0.0000002366,0.0000002366,7.5887,0.00000179548642
1663045200,2022-09-13 05:00:00,WXT/BTC,0.0000002368,0.0000002368,0.0000002368,0.0000002368,336.062,0.0000795794816
1663041600,2022-09-13 04:00:00,WXT/BTC,0.0000002384,0.0000002384,0.0000002384,0.0000002384,0,0
1663038000,2022-09-13 03:00:00,WXT/BTC,0.0000002375,0.0000002384,0.0000002375,0.0000002384,340.539,0.0000808820418
1663034400,2022-09-13 02:00:00,WXT/BTC,0.0000002391,0.0000002391,0.0000002383,0.0000002383,747.9886,0.00017837840851
1663030800,2022-09-13 01:00:00,WXT/BTC,0.0000002387,0.0000002394,0.0000002387,0.0000002394,336.062,0.0000804469967
1663027200,2022-09-13 00:00:00,WXT/BTC,0.0000002378,0.0000002378,0.0000002371,0.0000002371,15.0641,0.00000357577953
1663023600,2022-09-12 23:00:00,WXT/BTC,0.0000002356,0.0000002356,0.0000002356,0.0000002356,0,0
1663020000,2022-09-12 22:00:00,WXT/BTC,0.0000002356,0.0000002356,0.0000002356,0.0000002356,3014.2755,0.0007101633078
1663016400,2022-09-12 21:00:00,WXT/BTC,0.000000237,0.000000237,0.000000237,0.000000237,405.846,0.000096185502
1663012800,2022-09-12 20:00:00,WXT/BTC,0.0000002372,0.0000002372,0.0000002363,0.0000002363,78.3787,0.00001852603409
1663009200,2022-09-12 19:00:00,WXT/BTC,0.0000002372,0.0000002372,0.0000002363,0.000000237,1884.7937,0.00044569878073
1663005600,2022-09-12 18:00:00,WXT/BTC,0.0000002375,0.0000002375,0.0000002371,0.0000002371,3788.4583,0.00089836526218
1663002000,2022-09-12 17:00:00,WXT/BTC,0.0000002398,0.0000002398,0.0000002398,0.0000002398,0,0
1662998400,2022-09-12 16:00:00,WXT/BTC,0.0000002417,0.000000242,0.0000002398,0.0000002398,225.0316,0.00005442219233
1662994800,2022-09-12 15:00:00,WXT/BTC,0.0000002382,0.0000002405,0.0000002382,0.0000002405,46.1524,0.00001102270139
1662991200,2022-09-12 14:00:00,WXT/BTC,0.0000002376,0.000000238,0.0000002373,0.000000238,37.2213,0.00000884334699
1662987600,2022-09-12 13:00:00,WXT/BTC,0.0000002392,0.0000002392,0.0000002378,0.0000002378,2294.7069,0.00054659569813
1662984000,2022-09-12 12:00:00,WXT/BTC,0.0000002385,0.0000002385,0.0000002378,0.0000002379,389.7379,0.00009275771345
1662980400,2022-09-12 11:00:00,WXT/BTC,0.0000002403,0.0000002403,0.0000002381,0.0000002382,7363.7595,0.00175393048693
1662976800,2022-09-12 10:00:00,WXT/BTC,0.0000002417,0.0000002417,0.0000002417,0.0000002417,1575.9619,0.00038090999123
1662973200,2022-09-12 09:00:00,WXT/BTC,0.0000002399,0.0000002399,0.0000002399,0.0000002399,15.9491,0.00000382618909
1662969600,2022-09-12 08:00:00,WXT/BTC,0.0000002406,0.0000002406,0.0000002383,0.0000002383,1604.7973,0.00038248942789
1662966000,2022-09-12 07:00:00,WXT/BTC,0.0000002439,0.0000002439,0.0000002405,0.0000002408,3168.1726,0.00076197662133
1662962400,2022-09-12 06:00:00,WXT/BTC,0.0000002444,0.0000002451,0.0000002439,0.0000002451,363.0074,0.0000885509552
1662958800,2022-09-12 05:00:00,WXT/BTC,0.0000002448,0.0000002448,0.0000002448,0.0000002448,0,0
1662955200,2022-09-12 04:00:00,WXT/BTC,0.0000002448,0.0000002448,0.0000002448,0.0000002448,6.1906,0.00000151545888
1662951600,2022-09-12 03:00:00,WXT/BTC,0.0000002452,0.0000002452,0.0000002452,0.0000002452,1576,0.0003864352
1662948000,2022-09-12 02:00:00,WXT/BTC,0.0000002429,0.0000002441,0.0000002429,0.0000002441,17.2069,0.00000418900985
1662944400,2022-09-12 01:00:00,WXT/BTC,0.0000002436,0.0000002436,0.0000002382,0.0000002398,2941.7865,0.00071233465951
1662940800,2022-09-12 00:00:00,WXT/BTC,0.0000002449,0.0000002449,0.000000244,0.0000002445,157.7698,0.00003862776528
1662937200,2022-09-11 23:00:00,WXT/BTC,0.0000002452,0.0000002459,0.0000002436,0.0000002436,349.6274,0.00008524178971
1662933600,2022-09-11 22:00:00,WXT/BTC,0.000000246,0.000000246,0.000000246,0.000000246,0,0
1662930000,2022-09-11 21:00:00,WXT/BTC,0.000000246,0.000000246,0.000000246,0.000000246,0,0
1662926400,2022-09-11 20:00:00,WXT/BTC,0.000000246,0.000000246,0.000000246,0.000000246,5.3515,0.000001316469
1662922800,2022-09-11 19:00:00,WXT/BTC,0.0000002436,0.0000002436,0.0000002436,0.0000002436,0,0
1662919200,2022-09-11 18:00:00,WXT/BTC,0.0000002436,0.0000002436,0.0000002436,0.0000002436,0,0
1662915600,2022-09-11 17:00:00,WXT/BTC,0.0000002446,0.0000002457,0.0000002436,0.0000002436,2110.8859,0.00051443532748
1662912000,2022-09-11 16:00:00,WXT/BTC,0.0000002461,0.0000002461,0.0000002461,0.0000002461,5.2286,0.00000128675846
1662908400,2022-09-11 15:00:00,WXT/BTC,0.0000002472,0.0000002472,0.0000002457,0.0000002457,2886.3956,0.00071314190562
1662904800,2022-09-11 14:00:00,WXT/BTC,0.0000002477,0.0000002477,0.0000002477,0.0000002477,25.2495,0.00000625430115
1662901200,2022-09-11 13:00:00,WXT/BTC,0.0000002467,0.0000002467,0.0000002467,0.0000002467,174.0156,0.00004292964852
1662897600,2022-09-11 12:00:00,WXT/BTC,0.0000002482,0.0000002482,0.0000002449,0.0000002449,682.4049,0.00016901236958
1662894000,2022-09-11 11:00:00,WXT/BTC,0.000000248,0.0000002496,0.0000002455,0.0000002455,2824.5996,0.00069879316425
1662890400,2022-09-11 10:00:00,WXT/BTC,0.0000002448,0.0000002478,0.0000002448,0.0000002478,49.8804,0.00001225522812
1662886800,2022-09-11 09:00:00,WXT/BTC,0.0000002462,0.0000002462,0.0000002462,0.0000002462,11.9521,0.00000294260702
1662883200,2022-09-11 08:00:00,WXT/BTC,0.0000002447,0.0000002447,0.0000002447,0.0000002447,4.582,0.0000011212154
