https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REQ,Volume BTC
1663459200,2022-09-18 00:00:00,REQ/BTC,0.000005599,0.000005632,0.000005575,0.000005575,1104.6249,0.0061839878835
1663455600,2022-09-17 23:00:00,REQ/BTC,0.000005611,0.000005621,0.000005599,0.000005621,148.666,0.0008334957637
1663452000,2022-09-17 22:00:00,REQ/BTC,0.000005647,0.000005647,0.000005606,0.000005606,1194.3223,0.0067394640189
1663448400,2022-09-17 21:00:00,REQ/BTC,0.000005625,0.000005642,0.000005625,0.000005641,999.3541,0.0056358391033
1663444800,2022-09-17 20:00:00,REQ/BTC,0.000005637,0.000005637,0.000005631,0.000005633,583.7453,0.0032879651937
1663441200,2022-09-17 19:00:00,REQ/BTC,0.000005629,0.000005665,0.000005629,0.000005665,398.6307,0.0022457832363
1663437600,2022-09-17 18:00:00,REQ/BTC,0.000005662,0.000005662,0.000005643,0.000005643,64.6682,0.000365668528
1663434000,2022-09-17 17:00:00,REQ/BTC,0.000005634,0.000005662,0.000005634,0.000005645,205.2899,0.0011593263787
1663430400,2022-09-17 16:00:00,REQ/BTC,0.000005625,0.000005647,0.000005615,0.000005626,633.9767,0.0035726616332
1663426800,2022-09-17 15:00:00,REQ/BTC,0.000005656,0.000005656,0.000005656,0.000005656,3.079,0.000017414824
1663423200,2022-09-17 14:00:00,REQ/BTC,0.000005649,0.000005673,0.000005639,0.000005673,694.3992,0.0039163685534
1663419600,2022-09-17 13:00:00,REQ/BTC,0.000005663,0.000005663,0.000005649,0.000005649,959.0448,0.0054221095249
1663416000,2022-09-17 12:00:00,REQ/BTC,0.000005677,0.000005688,0.000005656,0.000005656,462.8275,0.0026289117895
1663412400,2022-09-17 11:00:00,REQ/BTC,0.000005635,0.000005662,0.000005635,0.000005653,956.1667,0.0054037499958
1663408800,2022-09-17 10:00:00,REQ/BTC,0.000005615,0.000005635,0.000005615,0.000005635,116.6942,0.000657047519
1663405200,2022-09-17 09:00:00,REQ/BTC,0.000005602,0.000005609,0.0000056,0.000005609,7.7483,0.0000434284666
1663401600,2022-09-17 08:00:00,REQ/BTC,0.00000559,0.00000559,0.00000559,0.00000559,1.4165,0.000007918235
1663398000,2022-09-17 07:00:00,REQ/BTC,0.000005606,0.000005606,0.000005573,0.000005596,140.744,0.0007862567779
1663394400,2022-09-17 06:00:00,REQ/BTC,0.000005615,0.000005615,0.000005594,0.00000561,5461.1875,0.0306107691289
1663390800,2022-09-17 05:00:00,REQ/BTC,0.000005646,0.000005646,0.000005646,0.000005646,1.5882,0.0000089669772
1663387200,2022-09-17 04:00:00,REQ/BTC,0.000005635,0.000005652,0.000005635,0.000005637,201.8576,0.0011388469513
1663383600,2022-09-17 03:00:00,REQ/BTC,0.000005609,0.000005616,0.000005609,0.000005616,144.49,0.0008114506067
1663380000,2022-09-17 02:00:00,REQ/BTC,0.000005581,0.000005609,0.000005581,0.000005607,796.2568,0.0044650065104
1663376400,2022-09-17 01:00:00,REQ/BTC,0.000005581,0.000005581,0.000005573,0.000005573,114.0009,0.0006354000281
1663372800,2022-09-17 00:00:00,REQ/BTC,0.000005581,0.000005615,0.000005571,0.000005612,5729.3024,0.0319731138446
1663369200,2022-09-16 23:00:00,REQ/BTC,0.000005635,0.000005643,0.00000558,0.00000558,20414.5894,0.113934291578
1663365600,2022-09-16 22:00:00,REQ/BTC,0.000005706,0.000005741,0.000005598,0.000005598,2845.3147,0.0161319442548
1663362000,2022-09-16 21:00:00,REQ/BTC,0.000005741,0.000005741,0.000005706,0.000005706,2518.9046,0.0144228346663
1663358400,2022-09-16 20:00:00,REQ/BTC,0.00000585,0.00000585,0.000005745,0.000005745,3758.7731,0.021768399469
1663354800,2022-09-16 19:00:00,REQ/BTC,0.000005985,0.000006,0.000005854,0.000005854,11781.9399,0.069772012571
1663351200,2022-09-16 18:00:00,REQ/BTC,0.000006017,0.000006017,0.00000599,0.00000599,16.6531,0.0000998022938
1663347600,2022-09-16 17:00:00,REQ/BTC,0.000005931,0.00000611,0.000005931,0.000006007,29672.5893,0.1798016018512
1663344000,2022-09-16 16:00:00,REQ/BTC,0.000005881,0.00000599,0.000005881,0.000005908,3540.6211,0.0210711199705
1663340400,2022-09-16 15:00:00,REQ/BTC,0.000005905,0.000005933,0.000005881,0.000005881,1037.0836,0.0061381480553
1663336800,2022-09-16 14:00:00,REQ/BTC,0.00000587,0.000005905,0.000005867,0.000005867,1200.4896,0.0070618031959
1663333200,2022-09-16 13:00:00,REQ/BTC,0.000005847,0.000005881,0.00000584,0.00000584,1505.2641,0.0088211202527
1663329600,2022-09-16 12:00:00,REQ/BTC,0.000005786,0.000005841,0.000005767,0.000005841,279.3188,0.0016213905638
1663326000,2022-09-16 11:00:00,REQ/BTC,0.000005836,0.000005902,0.000005792,0.000005792,1127.933,0.0065734459147
1663322400,2022-09-16 10:00:00,REQ/BTC,0.000005792,0.000005868,0.000005779,0.000005831,3422.0333,0.0199990265864
1663318800,2022-09-16 09:00:00,REQ/BTC,0.000005847,0.000005847,0.000005805,0.000005805,952.4979,0.0055403553747
1663315200,2022-09-16 08:00:00,REQ/BTC,0.000005854,0.000005905,0.000005847,0.000005862,1987.2985,0.0116608561678
1663311600,2022-09-16 07:00:00,REQ/BTC,0.000005786,0.000005858,0.000005745,0.000005835,3271.97,0.01892975028
1663308000,2022-09-16 06:00:00,REQ/BTC,0.000005774,0.000005878,0.000005743,0.000005792,9858.3914,0.0571281952399
1663304400,2022-09-16 05:00:00,REQ/BTC,0.000005737,0.000005737,0.000005737,0.000005737,0,0
1663300800,2022-09-16 04:00:00,REQ/BTC,0.000005743,0.000005771,0.000005737,0.000005737,31.54,0.0001811098146
1663297200,2022-09-16 03:00:00,REQ/BTC,0.000005778,0.000005778,0.000005759,0.000005759,43.8564,0.0002532731172
1663293600,2022-09-16 02:00:00,REQ/BTC,0.000005759,0.000005759,0.000005732,0.000005733,4635.8811,0.0265803427022
1663290000,2022-09-16 01:00:00,REQ/BTC,0.000005813,0.000005813,0.000005785,0.000005785,74.548,0.0004315308124
1663286400,2022-09-16 00:00:00,REQ/BTC,0.000005787,0.00000581,0.000005787,0.000005808,390.1648,0.0022611236963
1663282800,2022-09-15 23:00:00,REQ/BTC,0.000005781,0.000005781,0.000005755,0.000005755,2.4224,0.0000139417648
1663279200,2022-09-15 22:00:00,REQ/BTC,0.00000576,0.000005779,0.000005733,0.000005779,3344.0644,0.0192483562486
1663275600,2022-09-15 21:00:00,REQ/BTC,0.000005794,0.000005794,0.00000576,0.000005786,822.2273,0.0047414674432
1663272000,2022-09-15 20:00:00,REQ/BTC,0.000005815,0.000005815,0.000005792,0.000005792,1209.9457,0.0070289271444
1663268400,2022-09-15 19:00:00,REQ/BTC,0.000005856,0.000005856,0.000005814,0.000005814,1173.5868,0.0068403195782
1663264800,2022-09-15 18:00:00,REQ/BTC,0.000005868,0.000005868,0.000005832,0.000005857,702.9972,0.004125002239
1663261200,2022-09-15 17:00:00,REQ/BTC,0.000005847,0.000005868,0.000005847,0.000005868,107.8187,0.0006310174461
1663257600,2022-09-15 16:00:00,REQ/BTC,0.000005842,0.000005847,0.000005842,0.000005847,35.7715,0.000209111702
1663254000,2022-09-15 15:00:00,REQ/BTC,0.00000582,0.00000582,0.0000058,0.000005801,894.4684,0.0052034165324
1663250400,2022-09-15 14:00:00,REQ/BTC,0.00000583,0.00000584,0.00000583,0.00000584,307.4195,0.001793755685
1663246800,2022-09-15 13:00:00,REQ/BTC,0.00000585,0.00000585,0.00000585,0.00000585,8.4721,0.000049561785
1663243200,2022-09-15 12:00:00,REQ/BTC,0.000005844,0.000005876,0.000005814,0.000005874,9206.4155,0.0539110138251
1663239600,2022-09-15 11:00:00,REQ/BTC,0.000005822,0.000005851,0.000005813,0.000005845,2660.4765,0.0155525320541
1663236000,2022-09-15 10:00:00,REQ/BTC,0.000005846,0.000005867,0.000005846,0.000005867,315.3859,0.0018493027226
1663232400,2022-09-15 09:00:00,REQ/BTC,0.000005843,0.000005868,0.000005843,0.000005849,3184.4672,0.0186320866711
